,sentyr,songername,demean_logprisonsentmonths,christian,aba_best,x_black,x_dem,age,trial,gender
8140,1996,"LEVI, DAVID F.",-0.10133608430624008,0.0,0.0,0.0,0.0,45.0,0.0,1.0
3103,2008,"DAVIDSON, GLEN H.",0.7822660207748413,1.0,0.0,0.0,0.0,67.0,0.1034482792019844,1.0
13908,2009,"UNGARO-BENAGES, URSULA MANCUSI",-0.4901236295700073,0.0,0.0,0.0,0.0,58.0,0.13265305757522583,0.0
3843,2001,"ENGELHARDT, KURT D.",-1.1886553764343262,0.0,0.0,0.0,0.0,41.0,0.0,1.0
1143,2000,"BORMAN, PAUL DAVID",-0.07966472953557968,0.0,0.0,0.0,1.0,61.0,0.1621621549129486,1.0
3715,1995,"EDENFIELD, BERRY AVANT",0.01234347466379404,1.0,0.0,0.0,1.0,61.0,0.1428571492433548,1.0
1824,2007,"CACHERIS, JAMES CHRIS",-0.48697522282600403,0.0,1.0,0.0,0.0,74.0,0.02857142873108387,1.0
5805,2011,"HICKS, LARRY R.",0.24891184270381927,0.0,1.0,0.0,0.0,68.0,0.0555555559694767,1.0
7647,2006,"KRAVITZ, MARK R.",0.2092302292585373,0.0,1.0,0.0,0.0,56.0,0.02500000037252903,1.0
6150,1993,"HOOD, JOSEPH M.",-0.6761903762817383,0.0,0.0,0.0,0.0,51.0,0.0,1.0
7784,2005,"LAND, CLAY D.",-0.4652368128299713,0.0,1.0,0.0,0.0,45.0,0.13636364042758942,1.0
12463,2004,"SHOOB, MARVIN H.",-0.23238308727741241,0.0,1.0,0.0,1.0,81.0,0.08695652335882187,1.0
7340,1995,"KENYON, DAVID VREELAND",0.2407069206237793,0.0,0.0,0.0,1.0,65.0,0.0,1.0
5591,1999,"HAUK, A. ANDREW",-0.23739051818847656,0.0,0.0,0.0,1.0,87.0,0.0,1.0
2110,2004,"CASTAGNA, WILLIAM J.",1.4914028644561768,1.0,1.0,0.0,1.0,80.0,0.25,1.0
10986,2001,"PRESNELL, GREGORY A.",0.5261180996894836,0.0,1.0,0.0,1.0,59.0,0.0476190485060215,1.0
6831,2010,"JONES, JAMES P.",-0.17411670088768005,1.0,1.0,0.0,1.0,70.0,0.07619047909975052,1.0
4956,2010,"GOLD, ALAN S.",-0.8909960985183716,0.0,1.0,0.0,1.0,66.0,0.05000000074505806,1.0
2472,2011,"COHILL, MAURICE B., JR.",-1.3030726909637451,1.0,0.0,0.0,0.0,82.0,0.0,1.0
1813,1996,"CACHERIS, JAMES CHRIS",-0.039871107786893845,0.0,1.0,0.0,0.0,63.0,0.27272728085517883,1.0
3618,2006,"DUFFY, PATRICK MICHAEL",-0.1053495779633522,0.0,1.0,0.0,1.0,63.0,0.02380952425301075,1.0
389,1997,"ARTERTON, JANET BOND",-3.62813401222229,0.0,1.0,0.0,1.0,53.0,0.0,0.0
9562,2004,"MOODY, JAMES T.",0.05303239822387695,1.0,0.0,0.0,0.0,66.0,0.0,1.0
10505,1995,"PATEL, MARILYN HALL",-0.3850291967391968,0.0,0.0,0.0,1.0,57.0,0.0,0.0
11037,1997,"PROPST, ROBERT B.",0.22350533306598663,1.0,0.0,0.0,1.0,66.0,0.0,1.0
7016,2001,"KANE, YVETTE",-0.14912304282188416,1.0,0.0,0.0,1.0,48.0,0.02500000037252903,0.0
13210,2002,"STOHR, DONALD JULIUS",-0.2984373867511749,0.0,1.0,0.0,0.0,68.0,0.011363636702299118,1.0
3750,2011,"EDGAR, R. ALLAN",-0.23414091765880585,1.0,0.0,0.0,0.0,71.0,0.05882352963089943,1.0
9741,2011,"MOSKOWITZ, BARRY TED",0.26603594422340393,0.0,1.0,0.0,1.0,61.0,0.010869565419852734,1.0
14910,2004,"WOLLE, CHARLES R.",-1.8965860605239868,1.0,1.0,0.0,0.0,69.0,0.0,1.0
6954,1998,"JOYNER, JAMES CURTIS",0.3408060073852539,0.0,1.0,1.0,0.0,50.0,0.2857142984867096,1.0
10504,1994,"PATEL, MARILYN HALL",-0.4026761054992676,0.0,0.0,0.0,1.0,56.0,0.0,0.0
12784,2000,"SMITH, WALTER S., JR.",0.9480557441711426,1.0,1.0,0.0,0.0,60.0,0.07216494530439377,1.0
2957,2002,"CROW, SAM A.",0.5324298739433289,1.0,0.0,0.0,0.0,76.0,0.04838709533214569,1.0
11431,2007,"ROBERTSON, JAMES",0.57701575756073,0.0,1.0,0.0,1.0,69.0,0.0416666679084301,1.0
6670,2006,"JARVIS, JAMES H., II",0.18733523786067963,1.0,0.0,0.0,0.0,69.0,0.02631578966975212,1.0
5300,2002,"HAGEN, DAVID W.",1.2859036922454834,1.0,1.0,0.0,1.0,71.0,0.0845070406794548,1.0
13308,2006,"SULLIVAN, EMMET GAEL",-0.5044612288475037,0.0,1.0,1.0,1.0,59.0,0.0416666679084301,1.0
14212,2001,"WALKER, VAUGHN R.",0.1217181533575058,1.0,0.0,0.0,0.0,57.0,0.06451612710952759,1.0
13518,1999,"THOMPSON, ALVIN W.",0.29642659425735474,1.0,0.0,1.0,1.0,46.0,0.0833333358168602,1.0
11740,1992,"RUSSELL, DAVID L.",-0.20901107788085938,1.0,0.0,0.0,0.0,50.0,0.0,1.0
179,1999,"ALSUP, WILLIAM HASKELL",-0.02110600471496582,0.0,1.0,0.0,1.0,54.0,0.0,1.0
3896,2007,"ENSLEN, RICHARD ALAN",-0.11125095188617706,0.0,1.0,0.0,1.0,76.0,0.0,1.0
10245,2001,"O'MALLEY, KATHLEEN M.",0.1285092681646347,0.0,1.0,0.0,1.0,45.0,0.07692307978868484,0.0
11117,1994,"RAINEY, JOHN DAVID",0.2071138173341751,1.0,1.0,0.0,0.0,49.0,0.0,1.0
1019,2004,"BLACKBURN, ROBERT E.",-0.4829619526863098,0.0,1.0,0.0,0.0,54.0,0.03947368264198303,1.0
10,1998,"ACKERMAN, HAROLD ARNOLD",-0.3709622919559479,0.0,1.0,0.0,1.0,70.0,0.25,1.0
5569,1991,"HATTER, TERRY J., JR.",-0.8830528259277344,1.0,0.0,1.0,1.0,58.0,1.0,1.0
13168,2007,"STENGEL, LAWRENCE F.",0.0531499944627285,0.0,1.0,0.0,0.0,55.0,0.2800000011920929,1.0
2027,2001,"CARTER, DAVID O.",-0.037791717797517776,1.0,0.0,0.0,1.0,57.0,0.03448275849223137,1.0
1877,2000,"CAMP, JACK T., JR.",0.26822102069854736,1.0,0.0,0.0,0.0,57.0,0.0476190485060215,1.0
8847,2002,"MCAULIFFE, STEVEN JAMES",0.131053626537323,0.0,1.0,0.0,0.0,54.0,0.12903225421905518,1.0
550,1996,"BARBOUR, WILLIAM H., JR.",0.036756694316864014,1.0,0.0,0.0,0.0,55.0,0.0,1.0
7144,1999,"KAZEN, GEORGE PHILIP",-0.3098068833351135,0.0,1.0,0.0,1.0,59.0,0.03741496428847313,1.0
7393,2006,"KING, GARR M.",0.15461592376232147,0.0,0.0,0.0,1.0,70.0,0.02083333395421505,1.0
14414,2006,"WEBER, HERMAN J.",-1.7240110635757446,1.0,1.0,0.0,0.0,79.0,0.0,1.0
8986,1999,"MCGLYNN, JOSEPH L., JR.",-2.3338232040405273,0.0,0.0,0.0,0.0,74.0,0.0,1.0
14410,2002,"WEBER, HERMAN J.",-0.48218563199043274,1.0,1.0,0.0,0.0,75.0,0.025641025975346565,1.0
12091,2001,"SCOTT, JEANNE E.",0.07198856770992279,0.0,0.0,0.0,1.0,53.0,0.10810811072587967,0.0
7055,1994,"KARLTON, LAWRENCE KATZ",-1.654181957244873,0.0,0.0,0.0,1.0,59.0,0.0,1.0
246,1994,"ANDERSEN, WAYNE R.",-0.48215252161026,1.0,0.0,0.0,0.0,49.0,0.0,1.0
10327,2005,"OWEN, RICHARD",-0.257694274187088,1.0,0.0,0.0,0.0,83.0,0.0,1.0
13193,2004,"STIEHL, WILLIAM D.",-0.1387818306684494,1.0,0.0,0.0,0.0,79.0,0.10256410390138626,1.0
7964,2002,"LEFKOW, JOAN HUMPHREY",-0.08200451731681824,1.0,1.0,0.0,1.0,58.0,0.0,0.0
7382,2009,"KIMBALL, DALE A.",0.08203063160181046,1.0,1.0,0.0,1.0,70.0,0.0,1.0
9630,2004,"MOORE, WILLIAM T., JR.",0.07713118940591812,1.0,0.0,0.0,1.0,64.0,0.028169013559818268,1.0
13694,2006,"TINDER, JOHN D.",-0.10628322511911392,0.0,0.0,0.0,0.0,56.0,0.07500000298023224,1.0
5416,2002,"HAMILTON, PHYLLIS J.",0.08691529929637909,0.0,0.0,1.0,1.0,50.0,0.0,0.0
11427,2003,"ROBERTSON, JAMES",-0.745354950428009,0.0,1.0,0.0,1.0,65.0,0.05882352963089943,1.0
12690,2002,"SMITH, C. LYNWOOD, JR.",0.590043842792511,0.0,1.0,0.0,1.0,59.0,0.03614457696676254,1.0
13009,1997,"STAFFORD, WILLIAM H., JR.",-1.2647409439086914,1.0,0.0,0.0,0.0,66.0,0.0,1.0
3300,1997,"DIAMOND, GUSTAVE",0.5587480068206787,0.0,0.0,0.0,1.0,69.0,0.0,1.0
6102,2002,"HOLMES, SVEN E.",0.028548279777169228,1.0,0.0,0.0,1.0,51.0,0.0555555559694767,1.0
1879,2002,"CAMP, JACK T., JR.",0.23225617408752441,1.0,0.0,0.0,0.0,59.0,0.09876543283462524,1.0
1227,2010,"BRACK, ROBERT C.",-1.0356192588806152,0.0,1.0,0.0,0.0,57.0,0.0,1.0
8494,2003,"MAHON, ELDON B.",3.1770739555358887,1.0,1.0,0.0,0.0,85.0,1.0,1.0
2554,2000,"COLLINS, RANER CHRISTERCUNEAN",-0.21778972446918488,1.0,0.0,1.0,1.0,48.0,0.0035211266949772835,1.0
5703,1996,"HENDERSON, THELTON EUGENE",0.5413846969604492,1.0,0.0,1.0,1.0,63.0,0.5,1.0
366,2010,"ARMIJO, M. CHRISTINA",0.9033687710762024,0.0,0.0,0.0,0.0,59.0,0.009900989942252636,0.0
1313,1994,"BRIEANT, CHARLES L., JR.",-0.9196595549583435,1.0,0.0,0.0,0.0,71.0,0.0,1.0
3793,1998,"ELFVIN, JOHN T.",0.1663023978471756,1.0,0.0,0.0,0.0,81.0,0.11764705926179886,1.0
2341,1996,"CLARK, RUSSELL G.",-0.08436441421508789,1.0,0.0,0.0,1.0,71.0,0.0,1.0
3594,1996,"DUFFY, KEVIN THOMAS",0.07474172115325928,0.0,0.0,0.0,0.0,63.0,0.25,1.0
4012,1992,"FAWSETT, PATRICIA C.",0.17561079561710358,1.0,1.0,0.0,0.0,49.0,0.3499999940395355,0.0
8514,2001,"MANELLA, NORA M.",-0.010667663998901844,0.0,1.0,0.0,1.0,50.0,0.08064515888690948,0.0
15139,1988,"ZATKOFF, LAWRENCE P.",-0.04512810707092285,0.0,1.0,0.0,0.0,49.0,0.0,1.0
6065,2006,"HOLDERMAN, JAMES F., JR.",-0.7637815475463867,1.0,1.0,0.0,0.0,60.0,0.023255813866853714,1.0
6839,2011,"JONES, JOHN BAILEY",2.423516035079956,1.0,1.0,0.0,0.0,84.0,1.0,1.0
7156,2011,"KAZEN, GEORGE PHILIP",-0.12818856537342072,0.0,1.0,0.0,1.0,71.0,0.008695651777088642,1.0
5465,2009,"HANEN, ANDREW S.",0.06321783363819122,0.0,1.0,0.0,0.0,56.0,0.009962639771401882,1.0
1433,2009,"BRODY, ANITA B.",0.020790688693523407,0.0,0.0,0.0,0.0,74.0,0.1111111119389534,0.0
327,2005,"ANTOON, JOHN V.",-0.04100150242447853,0.0,1.0,0.0,1.0,59.0,0.06557376682758331,1.0
12077,1998,"SCHWARTZ, MILTON LEWIS",-0.24134649336338043,0.0,1.0,0.0,1.0,78.0,0.0,1.0
5035,2008,"GORTON, NATHANIEL MATHESON",0.4107438027858734,1.0,0.0,0.0,0.0,70.0,0.03846153989434242,1.0
11430,2006,"ROBERTSON, JAMES",-1.137277603149414,0.0,1.0,0.0,1.0,68.0,0.0,1.0
279,2006,"ANDERSON, GEORGE ROSS, JR.",-0.40813127160072327,1.0,0.0,0.0,1.0,77.0,0.0,1.0
3016,1996,"CURTIN, JOHN T.",-0.3239009380340576,0.0,0.0,0.0,1.0,75.0,0.0,1.0
3093,1998,"DAVIDSON, GLEN H.",0.17669349908828735,1.0,0.0,0.0,0.0,57.0,0.0,1.0
10459,2011,"PARELL, MARY L.",-1.7798171043395996,1.0,0.0,0.0,0.0,65.0,0.043478261679410934,0.0
2207,2008,"CERCONE, DAVID S.",0.5549501180648804,0.0,0.0,0.0,0.0,56.0,0.07407407462596893,1.0
125,2007,"ALBRITTON, WILLIAM H., III",0.10595971345901489,1.0,1.0,0.0,0.0,71.0,0.03999999910593033,1.0
8434,2006,"LYNCH, GERALD E.",0.4875100255012512,0.0,1.0,0.0,1.0,55.0,0.17307692766189575,1.0
9011,2001,"MCKENNA, LAWRENCE M.",-0.2914012670516968,0.0,0.0,0.0,0.0,68.0,0.0714285746216774,1.0
196,2007,"ALTONAGA, CECILIA M.",-0.5750650763511658,0.0,0.0,0.0,0.0,45.0,0.12857143580913544,0.0
11595,2009,"ROSE, THOMAS M.",-0.12033180892467499,0.0,1.0,0.0,0.0,61.0,0.0,1.0
2045,2003,"CARTER, GENE",0.08889599144458771,0.0,0.0,0.0,0.0,68.0,0.07547169923782349,1.0
12782,1998,"SMITH, WALTER S., JR.",0.8209056258201599,1.0,1.0,0.0,0.0,58.0,0.20930232107639313,1.0
8159,2001,"LEW, RONALD SING WAI",0.08946345746517181,1.0,0.0,0.0,0.0,60.0,0.04054053872823715,1.0
33,1997,"ADAMS, HENRY LEE",0.23760981857776642,1.0,0.0,1.0,1.0,52.0,0.035087719559669495,1.0
4999,2001,"GONZALEZ, JOSE A., JR.",2.893112897872925,1.0,1.0,0.0,1.0,70.0,0.6666666865348816,1.0
5697,2011,"HELLERSTEIN, ALVIN K.",0.030734283849596977,0.0,1.0,0.0,1.0,78.0,0.0,1.0
8828,2009,"MAYS, SAMUEL H., JR.",-0.027465613558888435,0.0,0.0,0.0,0.0,61.0,0.0833333358168602,1.0
3515,2011,"DOWD, DAVID D., JR.",-0.020301252603530884,1.0,1.0,0.0,0.0,82.0,0.25,1.0
2268,2004,"CHATIGNY, ROBERT N.",-2.5103466510772705,0.0,1.0,0.0,1.0,52.0,0.04545454680919647,1.0
5464,2008,"HANEN, ANDREW S.",0.28186938166618347,0.0,1.0,0.0,0.0,55.0,0.006015037652105093,1.0
9682,2003,"MORENO, FEDERICO A.",0.504158079624176,0.0,0.0,0.0,0.0,51.0,0.050847455859184265,1.0
15221,2005,"ZOBEL, RYA WEICKERT",-0.8751740455627441,0.0,0.0,0.0,1.0,74.0,0.12195122241973877,0.0
4524,1996,"GADOLA, PAUL V.",-0.3509671688079834,0.0,0.0,0.0,0.0,67.0,0.0,1.0
9989,1994,"NESBITT, LENORE CARRERO",0.01989889144897461,1.0,1.0,0.0,0.0,62.0,0.6666666865348816,0.0
6050,1988,"HOLDERMAN, JAMES F., JR.",-1.0034523010253906,1.0,1.0,0.0,0.0,42.0,0.0,1.0
2633,2004,"CONNER, CHRISTOPHER C.",0.3626704812049866,0.0,1.0,0.0,0.0,47.0,0.040816325694322586,1.0
8950,2009,"MCCUSKEY, MICHAEL P.",0.502605676651001,1.0,1.0,0.0,1.0,61.0,0.11428571492433548,1.0
12913,2006,"SPENCER, JAMES R.",0.3183107376098633,1.0,0.0,1.0,0.0,57.0,0.1171875,1.0
9690,2011,"MORENO, FEDERICO A.",0.43691161274909973,0.0,0.0,0.0,0.0,59.0,0.11538461595773697,1.0
13662,2006,"TILLEY, NORWOOD CARLTON, JR.",-0.18322278559207916,1.0,1.0,0.0,0.0,63.0,0.04444444552063942,1.0
5124,1998,"GREEN, JUNE L.",-0.9048960208892822,1.0,0.0,0.0,1.0,84.0,1.0,0.0
2902,1998,"CRABB, BARBARA B.",-0.21171759068965912,1.0,0.0,0.0,1.0,59.0,0.054054055362939835,0.0
11093,1997,"RAFEEDIE, EDWARD",0.7971304059028625,0.0,1.0,0.0,0.0,68.0,0.4285714328289032,1.0
5838,1997,"HIGHSMITH, SHELBY",0.265220582485199,1.0,1.0,0.0,0.0,68.0,0.29411765933036804,1.0
9582,2010,"MOON, NORMAN K.",-0.07159586995840073,1.0,1.0,0.0,1.0,74.0,0.0476190485060215,1.0
10322,2000,"OWEN, RICHARD",-0.1730227768421173,1.0,0.0,0.0,0.0,78.0,0.2857142984867096,1.0
8411,2001,"LUNGSTRUM, JOHN W.",0.42585310339927673,1.0,1.0,0.0,0.0,56.0,0.02500000037252903,1.0
11421,1997,"ROBERTSON, JAMES",-2.729444980621338,0.0,1.0,0.0,1.0,59.0,0.5,1.0
11754,2006,"RUSSELL, DAVID L.",0.2473595142364502,1.0,0.0,0.0,0.0,64.0,0.1666666716337204,1.0
7789,2010,"LAND, CLAY D.",0.03601480647921562,0.0,1.0,0.0,0.0,50.0,0.054054055362939835,1.0
1301,2004,"BREYER, CHARLES R.",0.18891768157482147,0.0,1.0,0.0,1.0,63.0,0.05714285746216774,1.0
8305,1995,"LONGSTAFF, RONALD EARL",0.08890676498413086,1.0,1.0,0.0,0.0,54.0,0.1666666716337204,1.0
2746,2011,"COOK, JULIAN ABELE, JR.",-0.7133867144584656,1.0,0.0,1.0,1.0,81.0,0.0,1.0
509,1996,"BAKER, HAROLD A.",0.05118894577026367,1.0,0.0,0.0,1.0,67.0,0.0,1.0
12506,2006,"SIFTON, CHARLES P.",0.8455145955085754,1.0,1.0,0.0,1.0,71.0,0.1538461595773697,1.0
3182,2002,"DAWSON, KENT J.",-0.7115457653999329,1.0,0.0,0.0,1.0,58.0,0.03488372266292572,1.0
11352,1998,"RHOADES, JOHN S., SR.",-0.39683783054351807,0.0,0.0,0.0,0.0,73.0,0.07894736528396606,1.0
1904,2009,"CAMPBELL, DAVID G.",-0.297181636095047,0.0,1.0,0.0,0.0,57.0,0.0054054055362939835,1.0
5188,2009,"GRIESA, THOMAS P.",-1.8586534261703491,0.0,0.0,0.0,0.0,79.0,0.0,1.0
14641,1998,"WILHOIT, HENRY R., JR.",0.06610316783189774,1.0,1.0,0.0,0.0,63.0,0.1428571492433548,1.0
10124,1990,"NORGLE, CHARLES R., SR.",0.058020830154418945,0.0,1.0,0.0,0.0,53.0,1.0,1.0
11065,2004,"QUARLES, WILLIAM D., JR.",0.1386524885892868,0.0,1.0,1.0,0.0,56.0,0.0845070406794548,1.0
769,2003,"BECKWITH, SANDRA L. SHANK",-0.6331271529197693,1.0,0.0,0.0,0.0,60.0,0.043478261679410934,0.0
5576,1998,"HATTER, TERRY J., JR.",1.0703977346420288,1.0,0.0,1.0,1.0,65.0,0.0,1.0
2302,1995,"CHIN, DENNY",-5.585040092468262,1.0,1.0,0.0,1.0,41.0,0.0,1.0
14323,2011,"WARD, T. JOHN",-0.4742918908596039,1.0,1.0,0.0,1.0,68.0,0.0,1.0
6576,1994,"JACK, JANIS GRAHAM",-0.5075461864471436,1.0,0.0,0.0,1.0,48.0,0.0,0.0
1466,1992,"BROTMAN, STANLEY S.",0.0,0.0,1.0,0.0,0.0,68.0,0.0,1.0
15191,1992,"ZLOCH, WILLIAM J.",-0.16478188335895538,0.0,0.0,0.0,0.0,48.0,0.3333333432674408,1.0
3763,2007,"EDMUNDS, NANCY G.",0.2971917390823364,0.0,1.0,0.0,0.0,60.0,0.11764705926179886,0.0
4444,1997,"FRYE, HELEN JACKSON",0.1675679087638855,1.0,0.0,0.0,1.0,67.0,0.25,0.0
8989,1998,"MCKEAGUE, DAVID WILLIAM",0.18199685215950012,0.0,0.0,0.0,0.0,52.0,0.06896551698446274,1.0
15214,1995,"ZOBEL, RYA WEICKERT",-0.5755228996276855,0.0,0.0,0.0,1.0,64.0,0.0,0.0
6035,1997,"HOGAN, THOMAS F.",0.9027702808380127,0.0,0.0,0.0,0.0,59.0,0.0,1.0
6711,2008,"JENSEN, D. LOWELL",0.19639195501804352,1.0,1.0,0.0,0.0,80.0,0.0,1.0
12928,2005,"SPIEGEL, S. ARTHUR",-0.5937697291374207,0.0,0.0,0.0,1.0,85.0,0.014705882407724857,1.0
13516,1997,"THOMPSON, ALVIN W.",0.46447110176086426,1.0,0.0,1.0,1.0,44.0,0.5,1.0
8538,1992,"MANOS, JOHN M.",-0.001072359038516879,0.0,1.0,0.0,0.0,70.0,0.0,1.0
7139,1994,"KAZEN, GEORGE PHILIP",0.5369436740875244,0.0,1.0,0.0,1.0,54.0,0.5714285969734192,1.0
9908,2004,"MURPHY, HAROLD L.",0.2591686248779297,1.0,1.0,0.0,1.0,77.0,0.0,1.0
4501,1994,"FUSTE, JOSE ANTONIO",0.19983720779418945,0.0,0.0,0.0,0.0,51.0,0.0,1.0
14017,2009,"VANCE, SARAH SAVOIA",0.06694690138101578,0.0,1.0,0.0,1.0,59.0,0.1428571492433548,0.0
11312,2010,"REEVES, DANNY C.",0.08955880254507065,0.0,0.0,0.0,0.0,53.0,0.08860759437084198,1.0
3452,2006,"DORSEY, PETER C.",-1.3364812135696411,0.0,1.0,0.0,0.0,75.0,0.095238097012043,1.0
12130,1999,"SEAR, MOREY L.",0.20739659667015076,0.0,0.0,0.0,0.0,70.0,0.04545454680919647,1.0
10098,2003,"NIMMONS, RALPH W., JR.",-1.1768306493759155,1.0,1.0,0.0,0.0,65.0,0.07692307978868484,1.0
6621,2000,"JACKSON, RAYMOND A.",-0.07658649981021881,1.0,1.0,1.0,1.0,51.0,0.17307692766189575,1.0
11080,2004,"QUIST, GORDON JAY",0.30381858348846436,1.0,1.0,0.0,0.0,67.0,0.033707864582538605,1.0
3766,2010,"EDMUNDS, NANCY G.",0.09079242497682571,0.0,1.0,0.0,0.0,63.0,0.03125,0.0
1830,1987,"CAHILL, CLYDE S., JR.",0.0,0.0,0.0,1.0,1.0,64.0,0.0,1.0
12163,2004,"SEDWICK, JOHN W.",0.20587417483329773,1.0,1.0,0.0,0.0,58.0,0.0,1.0
4197,2007,"FITZWATER, SIDNEY A.",-0.28788310289382935,1.0,0.0,0.0,0.0,54.0,0.040816325694322586,1.0
3830,1999,"ELLISON, KEITH P.",-0.8770021200180054,0.0,0.0,0.0,1.0,49.0,0.0,1.0
12640,1999,"SKRETNY, WILLIAM M.",-0.4239027798175812,0.0,0.0,0.0,0.0,54.0,0.0357142873108387,1.0
4373,2001,"FRIEDMAN, BERNARD A.",0.008303958922624588,0.0,1.0,0.0,0.0,58.0,0.040816325694322586,1.0
66,2007,"ADELMAN, LYNN S.",-0.15526211261749268,0.0,0.0,0.0,1.0,68.0,0.051948051899671555,1.0
13046,2004,"STAMP, FREDERICK P., JR.",-0.2554868757724762,1.0,1.0,0.0,0.0,70.0,0.03333333507180214,1.0
9531,2005,"MOODY, JAMES M.",0.534334123134613,1.0,1.0,0.0,1.0,65.0,0.04109589010477066,1.0
13234,1993,"STOTLER, ALICEMARIE H.",2.0192315578460693,1.0,1.0,0.0,0.0,51.0,1.0,0.0
6144,2006,"HOOD, DENISE PAGE",-1.4608522653579712,1.0,0.0,1.0,1.0,54.0,0.13333334028720856,0.0
5151,2001,"GREENE, JOHN THOMAS",0.10772137343883514,1.0,0.0,0.0,0.0,72.0,0.0625,1.0
9886,2003,"MURPHY, GEORGE PATRICK",-0.26917481422424316,0.0,0.0,0.0,1.0,55.0,0.025974025949835777,1.0
579,2008,"BARKER, SARAH EVANS",-0.09721242636442184,1.0,1.0,0.0,0.0,65.0,0.0476190485060215,0.0
4235,2007,"FOGEL, JEREMY D.",-0.44576290249824524,0.0,1.0,0.0,1.0,58.0,0.0,1.0
8014,1991,"LEINENWEBER, HARRY DANIEL",0.7307548522949219,0.0,0.0,0.0,0.0,54.0,1.0,1.0
11850,2012,"SAM, DAVID",0.0,1.0,0.0,0.0,0.0,79.0,0.0,1.0
6844,2007,"JONES, JOHN E., III",-0.3253639042377472,0.0,1.0,0.0,0.0,52.0,0.024390242993831635,1.0
10166,1999,"NOTTINGHAM, EDWARD WILLIS, JR.",-0.3574761152267456,1.0,1.0,0.0,0.0,51.0,0.02222222276031971,1.0
13615,2003,"THORNBURG, LACY H.",-0.03141755983233452,1.0,1.0,0.0,1.0,74.0,0.14772726595401764,1.0
3911,2007,"ERICKSON, RALPH R.",0.008539974689483643,0.0,0.0,0.0,0.0,48.0,0.0476190485060215,1.0
8343,2001,"LOVELL, CHARLES C.",0.218886137008667,1.0,1.0,0.0,0.0,72.0,0.20000000298023224,1.0
14243,1999,"WALTER, DONALD E.",0.046027008444070816,0.0,0.0,0.0,0.0,63.0,0.26923078298568726,1.0
113,1995,"ALBRITTON, WILLIAM H., III",-2.330374240875244,1.0,1.0,0.0,0.0,59.0,0.0,1.0
8184,2006,"LIFLAND, JOHN C.",-0.012451941147446632,0.0,1.0,0.0,0.0,73.0,0.09090909361839294,1.0
1315,1996,"BRIEANT, CHARLES L., JR.",-1.4643017053604126,1.0,0.0,0.0,0.0,73.0,0.20000000298023224,1.0
5605,2004,"HAYDEN, KATHARINE SWEENEY",-0.06926930695772171,0.0,1.0,0.0,1.0,62.0,0.02380952425301075,0.0
8504,1996,"MALONEY, ROBERT B.",-0.43637871742248535,0.0,0.0,0.0,0.0,63.0,0.0,1.0
10664,1999,"PERRY, CATHERINE DELORES",-0.27005308866500854,0.0,1.0,0.0,1.0,47.0,0.029411764815449715,0.0
14070,1998,"VIETOR, HAROLD D.",0.2759675979614258,1.0,1.0,0.0,1.0,67.0,0.13333334028720856,1.0
9576,2004,"MOON, NORMAN K.",0.14487385749816895,1.0,1.0,0.0,1.0,68.0,0.10447761416435242,1.0
6238,2001,"HOWARD, GEORGE, JR.",0.2601151466369629,1.0,0.0,1.0,1.0,77.0,0.1463414579629898,1.0
5398,1996,"HAMILTON, JEAN C.",1.6274075508117676,1.0,1.0,0.0,0.0,51.0,1.0,0.0
13102,2010,"STEARNS, RICHARD G.",0.3700345456600189,1.0,1.0,0.0,1.0,66.0,0.06666667014360428,1.0
2277,2004,"CHESLER, STANLEY R.",-0.5597236752510071,0.0,1.0,0.0,0.0,57.0,0.0,1.0
4836,2004,"GILES, JAMES T.",-0.1893826425075531,1.0,0.0,1.0,1.0,61.0,0.2222222238779068,1.0
12415,1990,"SHAW, JOHN M.",-3.667978276666872e-08,1.0,0.0,0.0,1.0,59.0,0.1538461595773697,1.0
14470,2001,"WELLS, LESLEY BROOKS",0.2496897429227829,1.0,0.0,0.0,1.0,64.0,0.032258063554763794,0.0
15058,1999,"YOUNG, RICHARD L.",0.22332055866718292,0.0,1.0,0.0,1.0,46.0,0.11764705926179886,1.0
10119,1993,"NORDBERG, JOHN ALBERT",0.4581410884857178,1.0,1.0,0.0,0.0,67.0,0.5,1.0
10996,2011,"PRESNELL, GREGORY A.",0.20015780627727509,0.0,1.0,0.0,1.0,69.0,0.07407407462596893,1.0
14402,2009,"WEBBER, E. RICHARD",-0.3156245946884155,1.0,1.0,0.0,1.0,67.0,0.0714285746216774,1.0
9232,2006,"MELTON, HOWELL W.",-3.982421636581421,1.0,1.0,0.0,1.0,83.0,0.0,1.0
8107,2000,"LEONARD, TIMOTHY D.",-0.26139843463897705,1.0,1.0,0.0,0.0,60.0,0.11363636702299118,1.0
2773,2001,"COOPER, FLORENCE-MARIE",0.11734382063150406,0.0,1.0,0.0,1.0,61.0,0.029411764815449715,0.0
9448,2011,"MILLS, RICHARD H.",-0.9307858347892761,1.0,1.0,0.0,0.0,82.0,0.0,1.0
13241,2000,"STOTLER, ALICEMARIE H.",0.2617329955101013,1.0,1.0,0.0,0.0,58.0,0.0,0.0
1710,2006,"BURGESS, FRANKLIN D.",0.3012548089027405,1.0,0.0,1.0,1.0,71.0,0.022727273404598236,1.0
10315,2008,"OTERO, S. JAMES",-1.786247730255127,0.0,1.0,0.0,0.0,57.0,0.0,1.0
