,sentyr,songername,demean_logprisonsentmonths,christian,aba_best,x_black,x_dem,age,trial,gender
4360,1997,"FREEMAN, RICHARD C.",-1.1450424194335938,1.0,0.0,0.0,0.0,71.0,0.0,1.0
9215,1988,"MELTON, HOWELL W.",1.4117536544799805,1.0,1.0,0.0,1.0,65.0,0.5,1.0
225,1992,"AMON, CAROL BAGLEY",-0.8874931335449219,1.0,1.0,0.0,0.0,46.0,0.0,0.0
7224,1991,"KEHOE, JAMES W.",-0.7627249956130981,1.0,1.0,0.0,1.0,66.0,0.20000000298023224,1.0
12956,2000,"SPRIZZO, JOHN E.",0.5585578083992004,0.0,1.0,0.0,0.0,66.0,0.023255813866853714,1.0
10770,2010,"PISANO, JOEL A.",0.8298592567443848,0.0,1.0,0.0,1.0,61.0,0.03999999910593033,1.0
6927,1998,"JORDAN, ROBERT LEON",0.20434722304344177,1.0,0.0,0.0,0.0,64.0,0.1764705926179886,1.0
7164,2001,"KEELEY, IRENE PATRICIA M.",-0.0009673105087131262,0.0,0.0,0.0,0.0,57.0,0.1388888955116272,0.0
1833,1996,"CAHN, EDWARD NORMAN",-0.3464394211769104,1.0,0.0,0.0,0.0,63.0,0.5,1.0
12993,2000,"STADTMUELLER, JOSEPH P.",0.384199321269989,0.0,1.0,0.0,0.0,58.0,0.2075471729040146,1.0
10645,1997,"PEREZ-GIMENEZ, JUAN M.",-0.9357880353927612,0.0,1.0,0.0,1.0,56.0,0.0,1.0
7560,2005,"KORMAN, EDWARD R.",-0.2957105040550232,0.0,1.0,0.0,0.0,63.0,0.046875,1.0
12893,2005,"SPATT, ARTHUR D.",0.09549149870872498,0.0,1.0,0.0,0.0,80.0,0.020408162847161293,1.0
7498,1999,"KOELTL, JOHN G.",0.23477128148078918,0.0,1.0,0.0,1.0,54.0,0.1489361673593521,1.0
334,1992,"ARCARA, RICHARD J.",-1.1129310131072998,0.0,1.0,0.0,0.0,52.0,0.0,1.0
10995,2010,"PRESNELL, GREGORY A.",-0.3350558578968048,0.0,1.0,0.0,1.0,68.0,0.050847455859184265,1.0
1910,1999,"CAMPBELL, TENA",0.08231893181800842,0.0,1.0,0.0,1.0,55.0,0.05263157933950424,0.0
14613,1995,"WHYTE, RONALD MCLEOD",0.3784452974796295,1.0,1.0,0.0,0.0,53.0,0.0,1.0
794,1993,"BELEW, DAVID O., JR.",1.4232969284057617,1.0,0.0,0.0,1.0,73.0,0.5,1.0
13195,2006,"STIEHL, WILLIAM D.",0.027886368334293365,1.0,0.0,0.0,0.0,81.0,0.024390242993831635,1.0
10960,2003,"PREGERSON, DEAN D.",0.1633813977241516,0.0,0.0,0.0,1.0,52.0,0.1071428582072258,1.0
4858,2005,"GILLMOR, HELEN W.",0.1759304702281952,1.0,0.0,0.0,1.0,63.0,0.0560000017285347,0.0
11952,2010,"SAYLOR, F. DENNIS IV",0.7135216593742371,0.0,1.0,0.0,0.0,55.0,0.0,1.0
5861,1993,"HILTON, CLAUDE M.",-1.3590683937072754,1.0,1.0,0.0,0.0,53.0,0.0,1.0
12512,1997,"SILVER, ROSLYN (APPTD MOORE-SILVER)",0.5542367696762085,0.0,1.0,0.0,1.0,51.0,0.1666666716337204,0.0
3355,2008,"DIMITROULEAS, WILLIAM P.",0.45793625712394714,0.0,1.0,0.0,1.0,57.0,0.07999999821186066,1.0
8133,2007,"LETTS, J. SPENCER",0.48168155550956726,0.0,0.0,0.0,0.0,73.0,0.06896551698446274,1.0
12750,2007,"SMITH, ORTRIE D.",-0.09923261404037476,1.0,0.0,0.0,1.0,61.0,0.01123595517128706,1.0
9971,1992,"NELSON, EDWIN L.",-0.9768855571746826,1.0,0.0,0.0,0.0,52.0,0.0,1.0
2624,2004,"CONMY, PATRICK A.",1.4721717834472656,0.0,0.0,0.0,0.0,70.0,0.1428571492433548,1.0
8501,1989,"MALONEY, ROBERT B.",0.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0
9681,2002,"MORENO, FEDERICO A.",0.25055238604545593,0.0,0.0,0.0,0.0,50.0,0.04545454680919647,1.0
8056,2005,"LEMELLE, IVAN L.R.",0.14865174889564514,0.0,0.0,1.0,1.0,55.0,0.03448275849223137,1.0
6383,1997,"HULL, FRANK M.",-0.22716259956359863,1.0,1.0,0.0,1.0,49.0,0.0,0.0
3643,2011,"DUGGAN, PATRICK J.",0.35807594656944275,0.0,1.0,0.0,0.0,78.0,0.0,1.0
5305,1995,"HAGGERTY, ANCER L.",0.93918776512146,1.0,1.0,1.0,1.0,51.0,0.38461539149284363,1.0
5836,1995,"HIGHSMITH, SHELBY",-0.8700850605964661,1.0,1.0,0.0,0.0,66.0,0.0,1.0
2068,2001,"CASELLAS, SALVADOR E.",-0.5126127600669861,0.0,0.0,0.0,1.0,66.0,0.3472222089767456,1.0
12378,2001,"SHARP, GEORGE KENDALL",0.4944387376308441,1.0,0.0,0.0,0.0,67.0,0.11627907305955887,1.0
3791,2011,"EISELE, GARNETT THOMAS",-0.827321469783783,1.0,1.0,0.0,0.0,88.0,0.0,1.0
13683,2011,"TIMLIN, ROBERT J.",0.8498958349227905,0.0,1.0,0.0,1.0,79.0,0.5,1.0
4129,2005,"FISCHER, DALE SUSAN",0.35695019364356995,0.0,1.0,0.0,0.0,54.0,0.0,0.0
7251,2004,"KELLEY, WALTER DEKALB, JR.",-1.1934411525726318,0.0,1.0,0.0,0.0,49.0,0.25,1.0
8252,1999,"LISI, MARY MONA",-0.18933919072151184,0.0,0.0,0.0,1.0,49.0,0.20000000298023224,0.0
7018,2003,"KANE, YVETTE",-0.0691523551940918,1.0,0.0,0.0,1.0,50.0,0.024390242993831635,0.0
12263,1991,"SHABAZ, JOHN C.",-0.08806239068508148,1.0,0.0,0.0,0.0,60.0,0.5714285969734192,1.0
2267,2003,"CHATIGNY, ROBERT N.",-0.8129075169563293,0.0,1.0,0.0,1.0,51.0,0.0,1.0
7835,2006,"LASNIK, ROBERT S.",-0.14062273502349854,0.0,0.0,0.0,1.0,55.0,0.012820512987673283,1.0
5607,2006,"HAYDEN, KATHARINE SWEENEY",0.05202990025281906,0.0,1.0,0.0,1.0,64.0,0.10000000149011612,0.0
11645,2001,"ROSENBLATT, PAUL G.",0.7300885915756226,1.0,0.0,0.0,0.0,73.0,0.023121386766433716,1.0
8972,1997,"MCDONALD, ALAN ANGUS",1.2301139831542969,1.0,1.0,0.0,0.0,70.0,0.0,1.0
5593,1998,"HAWKINS, FALCON B., JR.",-0.6704423427581787,1.0,0.0,0.0,1.0,71.0,0.0,1.0
9530,2004,"MOODY, JAMES M.",0.3704952597618103,1.0,1.0,0.0,1.0,64.0,0.08620689809322357,1.0
7712,2007,"LAFFITTE, HECTOR M.",1.9372243881225586,0.0,1.0,0.0,0.0,73.0,0.0,1.0
13497,1996,"TEVRIZIAN, DICKRAN M., JR.",0.3725992739200592,1.0,1.0,0.0,0.0,56.0,0.0,1.0
15076,1996,"YOUNG, WILLIAM G.",1.6816885471343994,1.0,0.0,0.0,0.0,56.0,0.5,1.0
2055,2003,"CARTER, ROBERT L.",0.6278260350227356,1.0,0.0,1.0,0.0,86.0,0.2068965584039688,1.0
3821,2002,"ELLIS, T.S., III",-0.25387465953826904,1.0,1.0,0.0,0.0,62.0,0.05882352963089943,1.0
11753,2005,"RUSSELL, DAVID L.",0.40342584252357483,1.0,0.0,0.0,0.0,63.0,0.1666666716337204,1.0
7766,1997,"LANCASTER, GARY L.",-2.0290658473968506,1.0,0.0,1.0,1.0,48.0,0.25,1.0
8553,1999,"MARBLEY, ALGENON L.",0.25819751620292664,1.0,0.0,1.0,1.0,45.0,0.0625,1.0
771,2005,"BECKWITH, SANDRA L. SHANK",0.329797625541687,1.0,0.0,0.0,0.0,62.0,0.12195122241973877,0.0
7823,2005,"LASKER, MORRIS E.",-0.3227417767047882,0.0,0.0,0.0,1.0,88.0,0.095238097012043,1.0
411,2000,"ASPEN, MARVIN E.",-3.328528642654419,0.0,1.0,0.0,1.0,66.0,0.0,1.0
15008,1994,"WRIGHT, SUSAN WEBBER",0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0
11938,2004,"SAVAGE, TIMOTHY J.",-0.3196379542350769,0.0,1.0,0.0,0.0,58.0,0.02777777798473835,1.0
7781,2002,"LAND, CLAY D.",-0.14162607491016388,0.0,1.0,0.0,0.0,42.0,0.0,1.0
8129,2003,"LETTS, J. SPENCER",-0.5805641412734985,0.0,0.0,0.0,0.0,69.0,0.03125,1.0
14071,1999,"VIETOR, HAROLD D.",-0.16697974503040314,1.0,1.0,0.0,1.0,68.0,0.09375,1.0
11986,2011,"SCHELL, RICHARD A.",-0.1104574054479599,1.0,0.0,0.0,0.0,61.0,0.010101010091602802,1.0
12038,2011,"SCHNEIDER, MICHAEL H., SR.",-0.22944742441177368,0.0,1.0,0.0,0.0,68.0,0.010309278033673763,1.0
1437,1994,"BRODY, MORTON A.",-1.5894572413799324e-07,0.0,1.0,0.0,0.0,61.0,0.6666666865348816,1.0
14163,1998,"VRATIL, KATHRYN H.",-0.5314872860908508,1.0,0.0,0.0,0.0,49.0,0.1666666716337204,0.0
7398,2011,"KING, GARR M.",-0.47322532534599304,0.0,0.0,0.0,1.0,75.0,0.0,1.0
8484,2011,"MAHAN, JAMES C.",0.1338963806629181,0.0,1.0,0.0,0.0,68.0,0.0,1.0
10359,1998,"PADOVA, JOHN RICHARD",-0.18701998889446259,0.0,1.0,0.0,0.0,63.0,0.0476190485060215,1.0
14392,1999,"WEBBER, E. RICHARD",0.17466242611408234,1.0,1.0,0.0,1.0,57.0,0.0357142873108387,1.0
7912,1999,"LEE, DONALD J., SR.",0.21868526935577393,0.0,1.0,0.0,0.0,72.0,0.0,1.0
10117,1989,"NORDBERG, JOHN ALBERT",-0.3591878414154053,1.0,1.0,0.0,0.0,63.0,0.0,1.0
13900,2001,"UNGARO-BENAGES, URSULA MANCUSI",0.22341527044773102,0.0,0.0,0.0,0.0,50.0,0.13513512909412384,0.0
8021,1998,"LEINENWEBER, HARRY DANIEL",0.2589750587940216,0.0,0.0,0.0,0.0,61.0,0.1428571492433548,1.0
9765,2006,"MOTZ, J. FREDERICK",0.2563853859901428,1.0,1.0,0.0,0.0,64.0,0.17283950746059418,1.0
14024,2007,"VARLAN, THOMAS A.",0.12407847493886948,0.0,0.0,0.0,0.0,51.0,0.09615384787321091,1.0
12554,1995,"SIMONS, CHARLES E., JR.",-0.9138666391372681,1.0,0.0,0.0,1.0,79.0,0.0,1.0
4624,2002,"GARCIA, HIPOLITO FRANK",0.007359027862548828,0.0,0.0,0.0,1.0,77.0,0.0,1.0
8160,2002,"LEW, RONALD SING WAI",0.10948038846254349,1.0,0.0,0.0,0.0,61.0,0.0555555559694767,1.0
2869,2011,"COVINGTON, VIRGINIA MARIA HERNANDEZ",0.77813720703125,0.0,1.0,0.0,0.0,56.0,0.054054055362939835,0.0
8516,2003,"MANELLA, NORA M.",0.16282393038272858,0.0,1.0,0.0,1.0,52.0,0.06976744532585144,0.0
2610,2008,"CONLON, SUZANNE B.",0.23384922742843628,0.0,0.0,0.0,0.0,69.0,0.0,0.0
9309,2005,"MICKLE, STEPHAN P.",0.07606788724660873,1.0,0.0,1.0,1.0,61.0,0.10869564861059189,1.0
14435,1995,"WEINSHIENK, ZITA L.",0.05938315391540527,0.0,1.0,0.0,1.0,62.0,0.0,0.0
5717,2001,"HENDREN, JIMM LARRY",-0.34782418608665466,1.0,0.0,0.0,0.0,61.0,0.0,1.0
765,1999,"BECKWITH, SANDRA L. SHANK",0.07772545516490936,1.0,0.0,0.0,0.0,56.0,0.03125,0.0
14501,1993,"WEST, LEE ROY",-1.0898332595825195,1.0,1.0,0.0,1.0,64.0,0.0,1.0
8564,2010,"MARBLEY, ALGENON L.",0.006265075411647558,1.0,0.0,1.0,1.0,56.0,0.10526315867900848,1.0
12047,2009,"SCHREIER, KAREN E.",-0.04197767376899719,0.0,0.0,0.0,1.0,53.0,0.0703125,0.0
6453,2000,"HURLEY, DANIEL T.K.",0.18519967794418335,0.0,1.0,0.0,1.0,57.0,0.11363636702299118,1.0
1018,2003,"BLACKBURN, ROBERT E.",0.008157800883054733,0.0,1.0,0.0,0.0,53.0,0.06818182021379471,1.0
1579,1992,"BUCHMEYER, JERRY LYNN",2.7162671089172363,1.0,1.0,0.0,1.0,59.0,0.0,1.0
14762,1993,"WILSON, STEPHEN V.",0.9493973255157471,0.0,1.0,0.0,0.0,52.0,0.0,1.0
8337,1995,"LOVELL, CHARLES C.",-0.9272019863128662,1.0,1.0,0.0,0.0,66.0,0.0,1.0
8734,2004,"MARTINI, WILLIAM J.",0.33893847465515137,0.0,0.0,0.0,0.0,57.0,0.05000000074505806,1.0
12434,2010,"SHEA, EDWARD F.",-0.08324398845434189,0.0,0.0,0.0,1.0,68.0,0.0,1.0
12335,1999,"SHAPIRO, NORMA LEVY",-0.024694371968507767,0.0,1.0,0.0,1.0,71.0,0.03703703731298447,0.0
2537,2011,"COLLIER, LACEY ALEXANDER",0.33026617765426636,0.0,1.0,0.0,0.0,76.0,0.0416666679084301,1.0
14195,1998,"WALDMAN, JAY C.",0.055916428565979004,0.0,0.0,0.0,0.0,54.0,0.0,1.0
3027,2001,"DALZELL, STEWART RICHARD",-0.3571315109729767,1.0,1.0,0.0,0.0,58.0,0.05999999865889549,1.0
13496,1995,"TEVRIZIAN, DICKRAN M., JR.",1.6990514993667603,1.0,1.0,0.0,0.0,55.0,0.0,1.0
2434,1998,"COFFMAN, JENNIFER LYNNE B.",-0.5027880668640137,1.0,1.0,0.0,1.0,50.0,0.03448275849223137,0.0
11913,2009,"SARGUS, EDMUND A., JR.",0.48657354712486267,0.0,1.0,0.0,1.0,56.0,0.042553190141916275,1.0
14172,2007,"VRATIL, KATHRYN H.",0.5718576908111572,1.0,0.0,0.0,0.0,58.0,0.032258063554763794,0.0
10388,1999,"PAINE, JAMES CARRIGER",0.08702407777309418,1.0,1.0,0.0,1.0,75.0,0.1304347813129425,1.0
1494,2004,"BROWN, GARRETT E., JR.",0.06380061060190201,0.0,0.0,0.0,0.0,61.0,0.03125,1.0
1952,2003,"CAPUTO, A. RICHARD",-0.4184107780456543,0.0,0.0,0.0,1.0,65.0,0.06666667014360428,1.0
5319,2009,"HAGGERTY, ANCER L.",-0.6496692299842834,1.0,1.0,1.0,1.0,65.0,0.012820512987673283,1.0
10006,2003,"NEVAS, ALAN H.",0.38203752040863037,0.0,1.0,0.0,0.0,75.0,0.17499999701976776,1.0
10746,1998,"PIERSOL, LAWRENCE LEROY",0.204883873462677,0.0,1.0,0.0,1.0,58.0,0.06666667014360428,1.0
9830,2001,"MUNLEY, JAMES MARTIN",-0.38958266377449036,0.0,0.0,0.0,1.0,65.0,0.0,1.0
5932,2002,"HITTNER, DAVID",0.5896289348602295,0.0,1.0,0.0,0.0,63.0,0.10112359374761581,1.0
7798,1998,"LARIMER, DAVID G.",-0.00659516453742981,0.0,1.0,0.0,0.0,54.0,0.0,1.0
406,1994,"ASPEN, MARVIN E.",0.7157037854194641,0.0,1.0,0.0,1.0,60.0,1.0,1.0
13403,1999,"TARNOW, ARTHUR J.",-0.31760284304618835,0.0,0.0,0.0,1.0,57.0,0.0,1.0
4804,2009,"GIBSON, KIM R.",0.9094095826148987,0.0,1.0,0.0,0.0,61.0,0.02857142873108387,1.0
4308,2008,"FORRESTER, J. OWEN",0.027140388265252113,1.0,0.0,0.0,0.0,69.0,0.0833333358168602,1.0
13178,1996,"STEVENS, JOSEPH E., JR.",-0.3511298596858978,1.0,1.0,0.0,0.0,68.0,0.0,1.0
3022,1994,"DALY, T.F. GILROY",-0.7945342063903809,0.0,0.0,0.0,1.0,63.0,0.5,1.0
13347,2000,"SWEET, ROBERT W.",0.24568723142147064,1.0,1.0,0.0,1.0,78.0,0.0476190485060215,1.0
6124,2005,"HOLWELL, RICHARD J.",0.23014502227306366,0.0,1.0,0.0,0.0,59.0,0.0,1.0
13408,2004,"TARNOW, ARTHUR J.",-0.15487776696681976,0.0,0.0,0.0,1.0,62.0,0.1463414579629898,1.0
2800,2002,"CORRIGAN, TIMOTHY J.",-4.914838790893555,0.0,1.0,0.0,0.0,46.0,0.0,1.0
5715,1999,"HENDREN, JIMM LARRY",-0.16114410758018494,1.0,0.0,0.0,0.0,59.0,0.08695652335882187,1.0
13209,2001,"STOHR, DONALD JULIUS",0.04085516557097435,0.0,1.0,0.0,0.0,67.0,0.013698630034923553,1.0
12503,2003,"SIFTON, CHARLES P.",0.0740169882774353,1.0,1.0,0.0,1.0,68.0,0.02985074557363987,1.0
8952,2011,"MCCUSKEY, MICHAEL P.",0.7004855275154114,1.0,1.0,0.0,1.0,63.0,0.1034482792019844,1.0
14381,2001,"WEBB, RODNEY S.",-0.054652899503707886,1.0,0.0,0.0,0.0,66.0,0.054794520139694214,1.0
4069,2003,"FELDMAN, MARTIN L.C.",-0.4587673842906952,0.0,0.0,0.0,0.0,69.0,0.10000000149011612,1.0
1956,2007,"CAPUTO, A. RICHARD",-0.5756266713142395,0.0,0.0,0.0,1.0,69.0,0.022727273404598236,1.0
14095,2000,"VINING, ROBERT L., JR.",1.1198745965957642,1.0,1.0,0.0,1.0,69.0,0.0,1.0
10183,1999,"NOWLIN, JAMES R.",0.6790560483932495,1.0,0.0,0.0,0.0,62.0,0.07199999690055847,1.0
5595,2000,"HAWKINS, FALCON B., JR.",0.194829523563385,1.0,0.0,0.0,1.0,73.0,0.0,1.0
1608,1994,"BUCKLEW, SUSAN C.",-0.3658734858036041,1.0,0.0,0.0,1.0,52.0,0.11764705926179886,0.0
6687,2003,"JENKINS, MARTIN J.",0.424722284078598,0.0,1.0,1.0,1.0,50.0,0.04444444552063942,1.0
112,2009,"ALAIMO, ANTHONY A.",-0.517202615737915,1.0,0.0,0.0,0.0,89.0,0.0357142873108387,1.0
2731,1996,"COOK, JULIAN ABELE, JR.",-1.0390223264694214,1.0,0.0,1.0,1.0,66.0,0.0,1.0
3979,1998,"FALLON, ELDON E.",-0.12439141422510147,0.0,1.0,0.0,1.0,59.0,0.0,1.0
13283,2009,"STROM, LYLE E.",0.3658492863178253,0.0,1.0,0.0,0.0,84.0,0.012195121496915817,1.0
7887,1999,"LAZZARA, RICHARD A.",0.5568211674690247,0.0,1.0,0.0,1.0,54.0,0.095238097012043,1.0
8281,1994,"LODGE, EDWARD J.",0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0
11538,1988,"ROETTGER, NORMAN C., JR.",0.9443998336791992,1.0,1.0,0.0,0.0,58.0,0.0,1.0
10201,2003,"NUGENT, DONALD C.",-0.03582720085978508,0.0,1.0,0.0,1.0,55.0,0.03076923079788685,1.0
4182,2006,"FITZPATRICK, DUROSS",-0.39388370513916016,1.0,1.0,0.0,0.0,72.0,0.015384615398943424,1.0
2312,2005,"CHIN, DENNY",0.4408910870552063,1.0,1.0,0.0,1.0,51.0,0.043478261679410934,1.0
14226,1998,"WALLS, WILLIAM H.",0.31142333149909973,1.0,0.0,1.0,1.0,66.0,0.25,1.0
9054,1988,"MCKINNEY, LARRY J.",-4.7683716530855236e-08,1.0,1.0,0.0,0.0,44.0,0.10000000149011612,1.0
1838,2004,"CALDWELL, KAREN K.",0.6381080150604248,0.0,0.0,0.0,0.0,48.0,0.03125,0.0
2117,2005,"CASTEL, P. KEVIN",-1.6063324213027954,0.0,1.0,0.0,0.0,55.0,0.0,1.0
13682,2010,"TIMLIN, ROBERT J.",0.827174723148346,0.0,1.0,0.0,1.0,78.0,0.0,1.0
6247,1994,"HOWARD, MALCOLM J.",0.46045413613319397,1.0,0.0,0.0,0.0,55.0,0.6666666865348816,1.0
4353,2001,"FREEDMAN, FRANK H.",-1.7291417121887207,0.0,0.0,0.0,0.0,77.0,0.0,1.0
3727,2007,"EDENFIELD, BERRY AVANT",-0.09551332890987396,1.0,0.0,0.0,1.0,73.0,0.049504950642585754,1.0
9865,2008,"MURGUIA, CARLOS",0.7044395208358765,0.0,0.0,0.0,1.0,51.0,0.06557376682758331,1.0
4847,1995,"GILLIAM, EARL BEN",1.6327037811279297,1.0,0.0,1.0,1.0,64.0,0.0,1.0
548,1993,"BARBOUR, WILLIAM H., JR.",0.0,1.0,0.0,0.0,0.0,52.0,1.0,1.0
1884,2007,"CAMP, JACK T., JR.",-0.334808886051178,1.0,0.0,0.0,0.0,64.0,0.10000000149011612,1.0
1613,1999,"BUCKLEW, SUSAN C.",0.2997651994228363,1.0,0.0,0.0,1.0,57.0,0.06666667014360428,0.0
7590,2003,"KOSIK, EDWIN M.",-0.6279833316802979,0.0,1.0,0.0,0.0,78.0,0.0,1.0
11727,2002,"RUFE, CYNTHIA M.",2.068777084350586,0.0,1.0,0.0,0.0,54.0,0.0,0.0
9837,2008,"MUNLEY, JAMES MARTIN",0.34907209873199463,0.0,0.0,0.0,1.0,72.0,0.0,1.0
1504,1995,"BROWN, PAUL NEELEY",-0.9541642069816589,1.0,0.0,0.0,0.0,69.0,0.0,1.0
3663,1997,"DWYER, WILLIAM L.",-0.04765671491622925,1.0,0.0,0.0,0.0,68.0,0.5,1.0
2257,2008,"CHASANOW, DEBORAH KOSS",0.14623871445655823,0.0,1.0,0.0,1.0,60.0,0.13114753365516663,0.0
966,1996,"BILBY, RICHARD MANSFIELD",-0.7027594447135925,1.0,0.0,0.0,1.0,65.0,0.0,1.0
7256,1991,"KELLY, JAMES MCGIRR",-1.166804313659668,0.0,0.0,0.0,0.0,63.0,0.0,1.0
9186,2011,"MEANS, TERRY ROBERT",0.07554681599140167,1.0,0.0,0.0,0.0,63.0,0.015625,1.0
7830,2001,"LASNIK, ROBERT S.",-0.13257385790348053,0.0,0.0,0.0,1.0,50.0,0.016949152573943138,1.0
14524,1998,"WHALEY, ROBERT H.",-0.166753888130188,0.0,1.0,0.0,1.0,55.0,0.0,1.0
4156,2011,"FISH, ALLEN JOE",0.14344215393066406,1.0,0.0,0.0,0.0,69.0,0.0,1.0
14344,2011,"WARE, JAMES",-0.017843421548604965,1.0,1.0,1.0,0.0,65.0,0.0,1.0
8621,1990,"MARSH, MALCOLM FRANCIS",-0.3948640823364258,1.0,1.0,0.0,0.0,62.0,0.0,1.0
14824,2007,"WINGATE, HENRY T.",0.324226438999176,1.0,0.0,1.0,0.0,60.0,0.14000000059604645,1.0
11486,2010,"ROBINSON, SUE LEWIS",0.19454416632652283,1.0,1.0,0.0,0.0,58.0,0.11627907305955887,0.0
10658,2010,"PEREZ-GIMENEZ, JUAN M.",-0.10002235323190689,0.0,1.0,0.0,1.0,69.0,0.056338027119636536,1.0
3044,2003,"DAMRELL, FRANK C., JR.",0.0658508911728859,0.0,1.0,0.0,1.0,65.0,0.054794520139694214,1.0
5870,2002,"HILTON, CLAUDE M.",-0.6938155293464661,1.0,1.0,0.0,0.0,62.0,0.0357142873108387,1.0
12822,2011,"SNYDER, CHRISTINA A.",0.38513317704200745,0.0,0.0,0.0,1.0,64.0,0.0,0.0
3734,1995,"EDGAR, R. ALLAN",0.015314032323658466,1.0,0.0,0.0,0.0,55.0,0.4117647111415863,1.0
8892,2007,"MCBRYDE, JOHN H.",0.671067476272583,1.0,1.0,0.0,0.0,76.0,0.11965811997652054,1.0
707,1999,"BATTS, DEBORAH A.",0.2813698649406433,0.0,0.0,1.0,1.0,52.0,0.06382978707551956,0.0
6331,2004,"HUDSPETH, HARRY LEE",0.40289106965065,1.0,1.0,0.0,1.0,69.0,0.0833333358168602,1.0
4675,2002,"GAUGHAN, PATRICIA A.",-0.05039283633232117,0.0,1.0,0.0,1.0,49.0,0.043478261679410934,0.0
13912,1998,"URBINA, RICARDO M.",-0.5567963719367981,0.0,1.0,0.0,1.0,52.0,0.0,1.0
3458,1994,"DOTY, DAVID S.",-0.059073448181152344,1.0,1.0,0.0,0.0,65.0,0.0,1.0
3796,2001,"ELFVIN, JOHN T.",-0.2875218391418457,1.0,0.0,0.0,0.0,84.0,0.015625,1.0
12313,1994,"SHANSTROM, JACK D.",0.308171808719635,1.0,1.0,0.0,0.0,62.0,0.38461539149284363,1.0
1248,2003,"BRAMLETTE, DAVID CLAY, III",0.08424639701843262,1.0,0.0,0.0,0.0,64.0,0.0793650820851326,1.0
7307,2005,"KENNEDY, HENRY HAROLD, JR.",-2.3359909057617188,1.0,1.0,1.0,1.0,57.0,0.09677419066429138,1.0
11173,1997,"RANDA, RUDOLPH T.",0.0924314558506012,0.0,0.0,0.0,0.0,57.0,0.5,1.0
12797,2004,"SMITH, WILLIAM E.",-0.08834186941385269,0.0,0.0,0.0,0.0,45.0,0.03448275849223137,1.0
12343,2010,"SHAPIRO, NORMA LEVY",-2.0737380981445312,0.0,1.0,0.0,1.0,82.0,0.0833333358168602,0.0
4463,2003,"FULLAM, JOHN P.",1.0134940147399902,0.0,1.0,0.0,1.0,82.0,0.0,1.0
6819,1998,"JONES, JAMES P.",-0.12038806825876236,1.0,1.0,0.0,1.0,58.0,0.0714285746216774,1.0
4621,1999,"GARCIA, HIPOLITO FRANK",0.27141186594963074,0.0,0.0,0.0,1.0,74.0,0.0446428582072258,1.0
2362,2002,"CLELAND, ROBERT H.",0.2660110592842102,1.0,0.0,0.0,0.0,55.0,0.14814814925193787,1.0
8611,2003,"MARRERO, VICTOR",-0.10847696661949158,0.0,0.0,0.0,1.0,62.0,0.0,1.0
2085,2007,"CASEY, RICHARD CONWAY",1.1410841941833496,0.0,0.0,0.0,1.0,74.0,0.0,1.0
433,2002,"ATLAS, NANCY FRIEDMAN",-0.24839742481708527,0.0,0.0,0.0,1.0,53.0,0.08433734625577927,0.0
3348,2001,"DIMITROULEAS, WILLIAM P.",-0.2304215133190155,0.0,1.0,0.0,1.0,50.0,0.07692307978868484,1.0
4412,2011,"FRIEDMAN, PAUL LAWRENCE",1.2872340679168701,0.0,1.0,0.0,1.0,67.0,0.1111111119389534,1.0
5406,2004,"HAMILTON, JEAN C.",0.036667171865701675,1.0,1.0,0.0,0.0,59.0,0.020202020183205605,0.0
4705,1998,"GEORGE, LLOYD D.",-0.17088915407657623,1.0,1.0,0.0,0.0,68.0,0.10483870655298233,1.0
1412,1996,"BRODERICK, RAYMOND J.",1.9983315467834473,0.0,1.0,0.0,0.0,82.0,0.0,1.0
11106,1992,"RAGGI, REENA",0.783194363117218,0.0,0.0,0.0,0.0,41.0,0.4000000059604645,0.0
476,1995,"BAER, HAROLD, JR.",1.5752774477005005,0.0,1.0,0.0,1.0,62.0,0.0,1.0
9478,2006,"MOLLOY, DONALD W.",-0.08564966171979904,0.0,1.0,0.0,1.0,60.0,0.09009008854627609,1.0
12766,2004,"SMITH, REBECCA BEACH",-0.19747018814086914,1.0,0.0,0.0,0.0,55.0,0.06593406945466995,0.0
12031,2004,"SCHNEIDER, MICHAEL H., SR.",0.016100803390145302,0.0,1.0,0.0,0.0,61.0,0.0,1.0
12138,1993,"SEAY, FRANK HOWELL",-9.536743306171047e-08,1.0,0.0,0.0,1.0,55.0,0.800000011920929,1.0
6122,2010,"HOLSCHUH, JOHN DAVID",-0.6713392734527588,1.0,1.0,0.0,1.0,84.0,0.0,1.0
1950,2001,"CAPUTO, A. RICHARD",-0.7861264944076538,0.0,0.0,0.0,1.0,63.0,0.0,1.0
8639,2008,"MARSH, MALCOLM FRANCIS",-0.7840816378593445,1.0,1.0,0.0,0.0,80.0,0.011627906933426857,1.0
2978,2004,"CUMMINGS, SAM R.",0.035158492624759674,1.0,0.0,0.0,0.0,60.0,0.03515625,1.0
5743,2008,"HERLONG, HENRY M., JR.",-1.5140327215194702,1.0,1.0,0.0,0.0,64.0,0.03200000151991844,1.0
14677,1999,"WILLIAMS, ALEXANDER, JR.",-0.47035062313079834,1.0,0.0,1.0,1.0,51.0,0.17241379618644714,1.0
