,sentyr,judgeid,disparity_sex,cr1_disparity,cr2_disparity,cr3_disparity,cr4_disparity,cr5_disparity,cr6_disparity,cr7_disparity,cr8_disparity,cr9_disparity,cr10_disparity,cr11_disparity,cr12_disparity,cr13_disparity,cr14_disparity,cr15_disparity,cr16_disparity,cr17_disparity,cr18_disparity,cr19_disparity,cr20_disparity,cr21_disparity,cr22_disparity,black_disparity,trial_disparity,nocounts_disparity,malejudge,judge_yearsonbench
4219,2003,"REEVES, DANNY C.",0.11428660899400711,0.0,0.0,0.0,0.1111111119389534,0.0,0.0,0.0,0.0,-0.4444444179534912,0.0,0.0,0.1111111119389534,0.1111111119389534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.0,0.1111111119389534,-2.055555582046509,1.0,2.0
1503,2009,"ENGELHARDT, KURT D.",0.11100506037473679,0.02631578966975212,0.0,0.0,0.0,0.0,0.02631578966975212,0.0,0.0,-0.08771932125091553,0.0,0.15789473056793213,0.0,-0.25438597798347473,0.05263157933950424,0.0,0.0,0.02631578966975212,0.0,0.0,0.0,0.0,0.05263157933950424,0.01754385232925415,0.0,0.017543911933898926,1.0,8.0
4101,2005,"PREGERSON, DEAN D.",0.03939091041684151,0.0555555559694767,0.0,0.0,0.0,0.0,0.0,0.0555555559694767,0.0,0.3333333432674408,0.0,-0.08888889104127884,0.0,-0.4333333373069763,0.0555555559694767,0.0,0.0,0.1666666716337204,0.0,0.0555555559694767,-0.20000000298023224,0.0,0.0,0.1111111119389534,-0.4888889193534851,-2.566666841506958,1.0,9.0
955,2007,"COLLIER, CURTIS L.",0.08603785932064056,0.0,0.0,0.0,0.0,0.0,0.0,0.01587301678955555,0.0,0.222222238779068,0.0,0.1587301641702652,0.0,-0.3571428656578064,-0.1349206417798996,0.0,0.0,0.0317460335791111,0.0,0.01587301678955555,0.0317460335791111,0.01587301678955555,0.0,0.3650793731212616,0.0476190485060215,-0.4841270446777344,1.0,12.0
3991,2010,"PECHMAN, MARSHA J.",0.1639746129512787,0.0714285746216774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857164144516,0.0,0.0357142873108387,0.0,-0.380952388048172,0.1785714328289032,-0.3333333432674408,0.0,0.1071428582072258,0.0,0.0714285746216774,0.0,0.0,0.0357142873108387,0.25,0.0357142873108387,0.0952380895614624,0.0,11.0
183,2009,"AYCOCK, SHARION",-0.35720768570899963,-0.2916666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666679084301,0.25,0.0,-0.04166668653488159,0.0,0.125,0.0416666679084301,0.0,0.0,0.0833333358168602,0.0,-0.2916666865348816,0.0,0.0416666679084301,0.0416666679084301,-0.125,0.0,-0.04166674613952637,0.0,2.0
1881,2004,"GILLMOR, HELEN W.",0.08741165697574615,0.04615384712815285,0.0,0.0,0.0,0.0,0.0,-0.10256411135196686,0.0,0.010256409645080566,0.0,0.06666666269302368,0.0,-0.14358976483345032,0.0,0.015384615398943424,0.0,0.03076923079788685,0.015384615398943424,0.015384615398943424,0.0,0.04615384712815285,0.0,0.03076923079788685,0.04615384712815285,0.2461538314819336,0.0,10.0
4655,2010,"SHARPE, GARY L.",0.055568598210811615,0.032258063554763794,0.0,0.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.1225806325674057,0.0,0.032258063554763794,0.0,-0.5032258033752441,0.19354838132858276,0.09677419066429138,0.0,0.22580644488334656,0.0,0.0,0.0,0.0,0.0,-0.17419356107711792,0.032258063554763794,-0.34193551540374756,1.0,6.0
2253,2007,"HILTON, CLAUDE M.",0.17846761643886566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607841968536377,0.0,0.11764705926179886,-0.27450981736183167,0.11764705926179886,0.0882352963089943,0.05882352963089943,0.0,0.05882352963089943,0.0882352963089943,0.029411764815449715,0.0,0.0,-0.30392158031463623,-0.1666666865348816,-0.21568629145622253,-0.5,1.0,22.0
3257,2009,"MARBLEY, ALGENON L.",0.15128585696220398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7272727489471436,0.0,0.09090909361839294,0.04545454680919647,0.1818181872367859,0.27272728085517883,0.09090909361839294,0.0,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,0.04545454680919647,0.0,0.4545454978942871,1.0,12.0
434,2010,"BLOCK, FREDERIC",0.060013893991708755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666269302368,0.0,0.1111111119389534,0.0,0.1111111119389534,0.1111111119389534,0.0,0.0,0.1111111119389534,0.2222222238779068,0.0,0.0,0.0,0.0,-0.5555555820465088,0.1111111119389534,0.3333333730697632,1.0,16.0
1081,2007,"COPENHAVER, JOHN T., JR.",0.11329364776611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0307692289352417,0.0,-0.1230769231915474,0.03846153989434242,0.0,0.0,0.11538461595773697,0.0,-0.16153846681118011,0.0,0.0,0.0,-0.007692307233810425,0.1538461595773697,0.4615384340286255,1.0,31.0
4703,2004,"SIMON, PHILIP P.",0.10297618806362152,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0
4595,2009,"SESSIONS, WILLIAM K., III",0.08217382431030273,0.015625,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.1979166567325592,0.0,0.0364583283662796,0.0,-0.2552083432674408,0.125,0.0,0.0,0.015625,0.0,0.0,0.0,-0.1666666716337204,0.015625,0.234375,0.015625,-0.8541667461395264,1.0,14.0
3205,2008,"LUNGSTRUM, JOHN W.",-0.3388753831386566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04054054617881775,0.0,0.29729729890823364,0.0,0.054054055362939835,0.13513512909412384,-0.5,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.027027027681469917,0.18918919563293457,0.027027027681469917,0.35135138034820557,1.0,17.0
1785,2005,"GARBIS, MARVIN J.",-0.8419939875602722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666567325592,0.0,0.0,0.0,0.4166666567325592,0.0,0.0,0.0,0.0833333358168602,0.0,0.0,0.0,-0.9166666865348816,0.0,-0.1666666865348816,-0.8333333134651184,0.5,1.0,16.0
1000,2011,"CONMY, PATRICK A.",0.05833333730697632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,26.0
1865,2010,"GIBSON, KIM R.",0.19126778841018677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4615384340286255,0.0,0.07692307978868484,0.0,0.07692307978868484,0.0,0.0,0.0,0.1538461595773697,0.0,0.0,0.07692307978868484,0.07692307978868484,0.0,0.03846156597137451,0.0,0.653846263885498,1.0,7.0
2795,2010,"KENNELLY, MATTHEW F.",0.03379448503255844,0.0,0.0,0.0,0.0,0.0,0.0,-0.40909090638160706,0.0,0.0,0.0,0.0,0.0,0.13636364042758942,0.1818181872367859,0.0,0.0,0.04545454680919647,0.0,0.0,0.04545454680919647,0.0,0.0,-0.1818181872367859,0.13636364042758942,0.8636363744735718,1.0,11.0
4103,2008,"PREGERSON, DEAN D.",0.06909680366516113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,12.0
3614,2011,"MONTALVO, FRANK",0.07092210650444031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0833333358168602,0.0,0.0,0.0,0.0833333358168602,0.0833333358168602,0.0,0.0,0.0,0.0,0.0,0.08333337306976318,1.0,8.0
969,2003,"COLLINS, AUDREY B.",-0.029284944757819176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,-0.09999999403953552,-0.5,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.20000000298023224,0.20000000298023224,0.4000000059604645,1.0,0.0,9.0
3356,2008,"MAXWELL, ROBERT E.",0.011662670411169529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.3333333432674408,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,43.0
3409,2005,"MCCUSKEY, MICHAEL P.",0.14272956550121307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714328289032,0.0,0.36734694242477417,0.0,-0.918367326259613,0.020408162847161293,0.0,0.0,0.08163265138864517,0.0,0.020408162847161293,0.0,0.0,0.0,0.5714285969734192,-0.2517006993293762,-2.1156463623046875,1.0,7.0
527,2010,"BRIMMER, CLARENCE A., JR.",0.05953562259674072,0.02777777798473835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4087301790714264,0.0,0.1626984030008316,0.02777777798473835,0.02777777798473835,0.1111111119389534,0.0,0.0,0.1111111119389534,-0.1428571492433548,0.0,0.0,0.0,0.0833333358168602,0.0555555559694767,0.0555555559694767,0.2142857313156128,1.0,35.0
3414,2010,"MCCUSKEY, MICHAEL P.",0.15927952527999878,0.040816325694322586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0476190447807312,0.0,0.26530611515045166,0.020408162847161293,-0.5034013986587524,0.020408162847161293,0.0,0.0,0.1428571492433548,0.0,0.040816325694322586,0.0,0.0,0.020408162847161293,-0.17687076330184937,-0.1496598720550537,0.9795918464660645,1.0,12.0
813,2009,"CAUTHRON, ROBIN J.",0.05388208106160164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40909090638160706,0.0,0.22727273404598236,0.0,-0.8636363744735718,0.13636364042758942,0.0,0.0,0.0,0.04545454680919647,0.04545454680919647,0.0,0.0,0.0,0.13636364042758942,0.09090909361839294,0.7727272510528564,0.0,18.0
4994,2008,"SUKO, LONNY R.",-0.06203509867191315,-0.1666666716337204,0.0,0.0,0.0,0.0,0.024390242993831635,0.0,0.0,-0.15853658318519592,0.0,0.17073170840740204,0.0,-0.2845528721809387,0.39024388790130615,0.0,0.0,0.0,0.0,0.024390242993831635,0.0,0.0,0.0,-0.2845528721809387,0.09756097197532654,0.4390244483947754,1.0,5.0
1979,2006,"GRANADE, CALLIE V.",0.22462795674800873,0.017241379246115685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3850574493408203,0.0,0.24137930572032928,-0.14942529797554016,0.017241379246115685,0.0517241396009922,0.0,0.0,0.12068965286016464,0.0,0.0517241396009922,0.0,0.017241379246115685,0.017241379246115685,0.3333333134651184,-0.08045977354049683,0.06321835517883301,0.0,4.0
2210,2007,"HERNDON, DAVID R.",-0.06933699548244476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44090908765792847,0.0,0.16363635659217834,0.0,0.0,-0.15909090638160706,0.0,0.0,-0.23181818425655365,0.0,0.0181818176060915,0.0,-0.25,0.0181818176060915,0.3136363625526428,0.1090909093618393,-0.2999999523162842,1.0,9.0
40,2004,"ALAIMO, ANTHONY A.",0.4093964099884033,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157933950424,0.0,0.2631579041481018,0.0,0.3684210479259491,0.0,-0.7894736528396606,0.05263157933950424,0.0,0.0,0.0,0.0,0.05263157933950424,0.0,0.0,0.0,-0.2631579041481018,0.05263157933950424,0.15789473056793213,1.0,33.0
3362,2006,"MAYS, SAMUEL H., JR.",0.06318807601928711,0.02380952425301075,0.0,0.0,0.02380952425301075,0.02380952425301075,0.0,0.0,0.0,0.380952388048172,0.0,0.4523809552192688,0.0,-0.9523809552192688,0.0,0.0,0.0,0.02380952425301075,0.0,0.0,0.0,0.02380952425301075,0.0,-0.1666666865348816,0.0476190485060215,-17.9761905670166,1.0,4.0
3752,2007,"MURGUIA, CARLOS",0.004413604270666838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3571428656578064,0.0,-0.4642857015132904,0.0357142873108387,-0.5,0.0,0.0357142873108387,0.0,0.0,0.0357142873108387,0.0,0.0,-0.5714285373687744,0.0,0.25,1.0,8.0
5160,2009,"TUCKER, PETRESE B.",0.12223614752292633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7647058963775635,0.0,0.11764705926179886,0.05882352963089943,0.23529411852359772,0.23529411852359772,0.0,0.0,0.05882352963089943,0.0,0.0,0.05882352963089943,0.0,0.0,0.29411765933036804,0.0,0.11764717102050781,0.0,9.0
1952,2005,"GOTTSCHALL, JOAN B.",-0.0702541172504425,0.0416666679084301,0.0,0.0,0.0,0.0,0.0,-0.0694444477558136,0.0,0.2777777910232544,0.0,0.125,0.0,-0.2777777910232544,0.0416666679084301,0.0,0.0,0.0,0.0,-0.0277777761220932,0.0,-0.1111111119389534,0.0,-0.13888892531394958,0.125,0.05555558204650879,0.0,9.0
3161,2011,"LODGE, EDWARD J.",0.12764710187911987,-0.10805084556341171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008474588394165039,0.0,0.10169491171836853,-0.25,-0.02330508828163147,0.22033898532390594,0.0,0.0,0.016949152573943138,0.0,0.0,0.0,0.0,0.033898305147886276,0.033898305147886276,0.0,0.16949152946472168,1.0,22.0
4952,2006,"STIEHL, WILLIAM D.",0.12098855525255203,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428569555282593,0.0,0.3214285671710968,-0.20000000298023224,-0.12857142090797424,0.0,0.0,0.0,0.0357142873108387,0.0,0.0714285746216774,0.0357142873108387,0.0,0.0,0.264285683631897,0.0357142873108387,1.3857144117355347,1.0,20.0
4996,2010,"SUKO, LONNY R.",0.08585210144519806,0.024390242993831635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24390244483947754,0.0,0.24390244483947754,0.0,0.024390242993831635,-0.5609756112098694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390242993831635,0.024390242993831635,0.0,0.19512200355529785,1.0,7.0
4477,2009,"SAVAGE, TIMOTHY J.",0.01517520286142826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3888888955116272,0.0,0.4444444477558136,0.0,0.1111111119389534,0.1111111119389534,0.0,0.0,0.0,-0.2777777910232544,0.0,0.0,0.0,0.0,0.1111111044883728,0.0,1.0555555820465088,1.0,7.0
1254,2011,"DAWSON, KENT J.",0.24559861421585083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.575757622718811,0.0,0.09090909361839294,0.04545454680919647,-0.10606060922145844,0.27272728085517883,0.0,0.0,0.0,0.04545454680919647,0.22727273404598236,0.0,0.0,0.0,0.22727273404598236,0.04545454680919647,0.5909091234207153,1.0,11.0
3109,2006,"LEVI, DAVID F.",0.0954497680068016,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212482452393,0.0,0.13636364042758942,0.0,-0.575757622718811,0.1818181872367859,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,-0.10606060922145844,0.04545454680919647,-2.0151515007019043,1.0,16.0
3407,2003,"MCCUSKEY, MICHAEL P.",0.12742187082767487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538463830947876,0.0,0.3076923191547394,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.07692307978868484,0.0,0.0,0.0,0.5384615659713745,0.07692307978868484,1.076923131942749,1.0,5.0
5211,2005,"VANASKIE, THOMAS I.",0.1358698606491089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016666710376739502,0.0,0.1666666716337204,0.0,-0.4000000059604645,0.0833333358168602,0.0,0.0,0.0,0.0833333358168602,0.0833333358168602,0.0,0.0,0.0,0.2333332896232605,0.0,0.08333337306976318,1.0,11.0
5396,2008,"WHELAN, THOMAS J.",0.12060065567493439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2666666805744171,0.03703703731298447,0.07407407462596893,0.0,0.02222222089767456,0.18518517911434174,0.03703703731298447,0.0,0.03703703731298447,0.0,0.0,-0.20000000298023224,0.03703703731298447,0.03703703731298447,0.0,-0.45185187458992004,0.17777776718139648,1.0,10.0
2303,2007,"HOGAN, THOMAS F.",0.017101047560572624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,25.0
3216,2007,"LYNN, BARBARA M.",-0.004147814586758614,0.0,0.0,0.0,0.0,0.0,0.03846153989434242,0.0,0.0,-0.14102564752101898,0.0,0.26923078298568726,0.11538461595773697,-0.3333333432674408,0.23076923191547394,0.0,0.0,0.0,0.0,-0.1794871836900711,0.0,0.0,0.0,-0.14102564752101898,-0.3333333432674408,-0.576923131942749,0.0,8.0
5365,2010,"WEBER, HERMAN J.",0.16943912208080292,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.15000000596046448,0.05000000074505806,-0.8500000238418579,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.15000000596046448,0.05000000074505806,0.0,-0.03333333134651184,0.0,0.11666667461395264,1.0,25.0
678,2009,"BURY, DAVID C.",0.10020202398300171,0.02380952425301075,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333432674408,-0.3095238208770752,0.0,0.1190476194024086,0.0,0.0,0.4523809552192688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190485060215,-0.2857142984867096,0.0714285746216774,0.23809528350830078,1.0,7.0
3520,2011,"MICKLE, STEPHAN P.",-0.11946700513362885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0625,0.0,-0.9375,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.25,-0.9375,-0.0625,1.0,13.0
970,2004,"COLLINS, AUDREY B.",0.0846736952662468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666666567325592,0.0,0.0,-0.5,0.2222222238779068,0.2222222238779068,0.0,0.0,0.0,0.0,0.2222222238779068,0.0,0.0,0.0,-0.1666666567325592,-0.5,0.8888888359069824,0.0,10.0
2028,2010,"GUILFORD, ANDREW J.",0.09985555708408356,0.0,0.0,0.0,0.0,0.0,0.0,-0.3888888955116272,0.1111111119389534,0.1111111119389534,0.0,0.0,0.0,0.05555558204650879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.0,0.0,0.4444444179534912,1.0,4.0
4824,2003,"SPARKS, SAM",-0.046759262681007385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666716337204,-0.5,-0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,12.0
30,2009,"AFRICK, LANCE M.",0.17865531146526337,0.0,0.0,0.0,0.0,0.0,0.08695652335882187,0.0,0.0,0.14492753148078918,0.0,0.043478261679410934,0.0,-0.5797101855278015,0.21739129722118378,0.0,0.0,0.043478261679410934,0.0,0.0,0.0,0.0,0.043478261679410934,-0.36231887340545654,0.0,-1.2318841218948364,1.0,7.0
5637,2009,"ZOUHARY, JACK",0.20512793958187103,0.0,0.0,0.0,0.0,0.0476190485060215,0.0,0.0,0.0,0.0,0.0,0.2380952388048172,0.0476190485060215,-0.4571428894996643,0.095238097012043,0.0,0.0,0.190476194024086,0.0,0.1428571492433548,0.0,-0.3523809611797333,0.0476190485060215,-0.20952381193637848,0.095238097012043,-2.971428632736206,1.0,3.0
810,2006,"CAUTHRON, ROBIN J.",0.11041640490293503,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190485060215,0.0,0.2142857164144516,0.0,0.1428571492433548,0.0,-0.3333333432674408,0.095238097012043,0.0,0.0,0.095238097012043,0.0476190485060215,-0.0238095223903656,-0.3333333432674408,0.0,0.0476190485060215,0.2380952388048172,0.0476190485060215,0.2857142686843872,0.0,15.0
5288,2011,"WALKER, VAUGHN R.",0.03749997913837433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
3770,2004,"MURPHY, HAROLD L.",0.08462630957365036,0.0,0.0,0.0,0.0,0.1538461595773697,0.0,0.0,0.0,-0.07692307233810425,0.0,0.025641025975346565,0.0,-0.28205129504203796,0.12820513546466827,0.0,0.0,0.025641025975346565,0.0,0.0,0.0,0.025641025975346565,0.0,0.0,0.0,0.5897436141967773,1.0,27.0
4773,2007,"SMITH, ORTRIE D.",-0.016337772831320763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01829269528388977,0.0,0.3658536672592163,0.0,-0.07926829159259796,0.1463414579629898,0.0,0.0,0.024390242993831635,0.0,-0.25,-0.22560974955558777,0.0,0.0,0.3414634168148041,0.024390242993831635,-0.07926833629608154,1.0,12.0
2715,2006,"KAPLAN, LEWIS A.",0.02835831046104431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,-0.875,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,-0.5,1.0,12.0
2073,2007,"HALL, JANET C.",-0.15957754850387573,0.0,0.0,0.043478261679410934,0.0,0.043478261679410934,0.0,0.0,0.0,0.17391304671764374,0.0,0.043478261679410934,0.0,0.3478260934352875,0.1304347813129425,0.043478261679410934,0.0,0.043478261679410934,0.0,0.0,-1.0,0.043478261679410934,0.08695652335882187,0.30434781312942505,0.08695652335882187,0.47826087474823,0.0,10.0
4307,2004,"ROBRENO, EDUARDO C.",0.18148785829544067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666269302368,0.0,0.2222222238779068,0.0555555559694767,0.0555555559694767,0.2222222238779068,0.0,0.0,0.0,0.0,0.0555555559694767,0.0,0.0,0.0555555559694767,0.6111111044883728,0.0,0.7777776718139648,1.0,12.0
2934,2007,"KUGLER, ROBERT B.",-0.39679205417633057,0.0555555559694767,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2777777910232544,0.0,0.0555555559694767,0.0,0.2777777910232544,0.1111111119389534,0.0555555559694767,0.0,0.0555555559694767,0.0,0.0555555559694767,0.0,0.0,0.0555555559694767,0.4444444477558136,0.1111111119389534,0.7222222089767456,1.0,5.0
3100,2010,"LEONARD, TIMOTHY D.",0.07097318768501282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000894069672,0.0,0.0,0.10000000149011612,0.20000000298023224,0.0,-0.20000000298023224,0.0,0.10000000149011612,0.0,-0.10000000149011612,0.0,-0.20000000298023224,0.0,0.30000001192092896,0.10000000149011612,-0.2999999523162842,1.0,18.0
4986,2010,"STROM, LYLE E.",0.11810094118118286,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30666667222976685,0.0,0.23999999463558197,0.0,-0.29333335161209106,0.23999999463558197,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.03999999910593033,0.20000000298023224,-0.3333333432674408,0.08000004291534424,1.0,25.0
4431,2004,"SAM, DAVID",0.21830934286117554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0,0.4000000059604645,0.0,0.0,0.10000000149011612,0.0,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.20000004768371582,1.0,19.0
1716,2006,"FRIEDMAN, JEROME B.",-0.03588016331195831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4399999976158142,0.0,0.23999999463558197,0.0,0.11999999731779099,0.11999999731779099,-1.0,0.0,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0,0.0,-0.3199999928474426,-0.46000000834465027,0.6000000238418579,1.0,9.0
4325,2005,"RODRIGUEZ, XAVIER",0.16560658812522888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0625,-0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.375,0.0625,-0.25,1.0,2.0
1602,2005,"FENNER, GARY A.",0.1529475599527359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39007094502449036,0.0,0.4680851101875305,0.042553190141916275,0.042553190141916275,0.021276595070958138,0.0,0.0,0.08510638028383255,0.0,0.042553190141916275,0.021276595070958138,-0.3333333432674408,0.0,0.25531914830207825,-0.20567376911640167,0.43262410163879395,1.0,9.0
5306,2004,"WALTER, JOHN F.",0.1769917756319046,0.06666667014360428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8666666746139526,0.0,0.2666666805744171,0.0,0.13333334028720856,0.0,0.06666667014360428,0.0,0.2666666805744171,0.06666667014360428,0.0,0.0,0.0,0.0,0.3333333432674408,0.13333334028720856,-0.2666666507720947,1.0,2.0
1780,2007,"GAITAN, FERNANDO J., JR.",0.06310315430164337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06363636255264282,0.0,0.3272727131843567,-0.06363636255264282,-0.30909091234207153,0.036363635212183,0.0,0.0,0.0181818176060915,0.0,0.036363635212183,0.0,0.0,0.0181818176060915,0.26363638043403625,0.05454545468091965,-0.1636364459991455,1.0,16.0
3527,2010,"MIDDLEBROOKS, DONALD M.",0.13948217034339905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1833333671092987,0.0,0.1388888955116272,0.0,-0.00555555522441864,0.1388888955116272,0.0555555559694767,0.0,0.02777777798473835,0.0,-0.20000000298023224,0.0,0.02777777798473835,0.0,-0.4055555760860443,0.1388888955116272,-6.844444274902344,1.0,13.0
2867,2005,"KOLLAR-KOTELLY, COLLEEN",0.10276497900485992,0.0,0.0,0.0,0.0,0.0,-0.23333331942558289,0.0,0.0,0.06666667014360428,0.0,0.4000000059604645,0.0,-0.4333333373069763,0.0,0.0,0.0,0.0,0.0,0.06666667014360428,0.0,0.13333334028720856,0.0,-0.13333332538604736,0.13333334028720856,1.866666555404663,0.0,8.0
4185,2005,"READE, LINDA R.",0.10310900211334229,-0.03780487924814224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024390220642089844,0.012195121496915817,0.10731706768274307,-0.05000000074505806,-0.15243902802467346,0.15853658318519592,0.024390242993831635,0.0,0.08536585420370102,0.0,0.0,0.0,-0.10000000149011612,-0.05000000074505806,0.03292682766914368,0.034146346151828766,0.173170804977417,0.0,3.0
362,2004,"BERRIGAN, HELEN G.",0.007064866367727518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333432674408,-1.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0
5419,2008,"WHITE, RONALD A.",-0.09946350753307343,-0.06785714626312256,0.0,0.0,0.0,0.02857142873108387,0.0,-0.25,0.0,0.2857142984867096,0.0,0.17142857611179352,-0.09642857313156128,-0.3571428656578064,0.02857142873108387,0.02857142873108387,0.0,0.11428571492433548,0.02857142873108387,0.02857142873108387,0.05714285746216774,0.0,0.0,0.34285715222358704,0.05714285746216774,-0.010714292526245117,1.0,5.0
