,sentyr,judgeid,demean_harshness,race1,race2,race3,race4,race5,race6,race7,race8,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8,cr9,cr10,cr11,cr12,cr13,cr14,cr15,cr16,cr17,cr18,cr19,cr20,cr21,cr22,monsex,trial,nocounts,malejudge,judge_yearsonbench
6714,2011,"STIEHL, WILLIAM D.",-0.02521173283457756,0.3888888955116272,0.6111111044883728,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555559694767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888955116272,0.0,0.2222222238779068,0.0,0.1111111119389534,0.0,0.0,0.0,0.0555555559694767,0.0,0.0555555559694767,0.0555555559694767,0.0,0.0555555559694767,0.1111111119389534,0.1111111119389534,2.944444417953491,1.0,25
2422,2005,"GAUGHAN, PATRICIA A.",-0.019433075562119484,0.2884615361690521,0.7115384340286255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5400000214576721,0.0,0.11999999731779099,0.019999999552965164,0.11999999731779099,0.03999999910593033,0.0,0.0,0.019999999552965164,0.03999999910593033,0.03999999910593033,0.019999999552965164,0.03999999910593033,0.0,0.1538461595773697,0.07692307978868484,2.057692289352417,0.0,10
3382,2008,"JACKSON, RAYMOND A.",-0.04786363244056702,0.5789473652839661,0.42105263471603394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157933950424,0.0,0.0,0.0,0.0,0.0,0.05263157933950424,0.2631579041481018,0.0,0.10526315867900848,0.0,0.3684210479259491,0.05263157933950424,0.0,0.0,0.05263157933950424,0.0,0.0,0.0,0.05263157933950424,0.0,0.31578946113586426,0.0,1.6315789222717285,1.0,15
6152,2009,"SCHWAB, ARTHUR J.",-0.03576473519206047,0.46666666865348816,0.5333333611488342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666666865348816,0.0,0.13333334028720856,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.0,0.0,0.06666667014360428,0.0,0.06666667014360428,0.06666667014360428,0.0,0.0,0.13333334028720856,0.06666667014360428,1.2000000476837158,1.0,7
342,2006,"BATTEY, RICHARD H.",0.031873442232608795,0.3571428656578064,0.0,0.6428571343421936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666666865348816,0.0,0.13333334028720856,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666667014360428,0.13333334028720856,0.2666666805744171,0.06666667014360428,1.3333333730697632,1.0,21
3785,2006,"KIMBALL, DALE A.",-0.06391191482543945,0.8857142925262451,0.08571428805589676,0.0,0.02857142873108387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3050847351551056,0.0,0.18644067645072937,0.0,0.1355932205915451,0.3050847351551056,0.0,0.0,0.016949152573943138,0.0,0.050847455859184265,0.0,0.0,0.0,0.1034482792019844,0.0,1.2833333015441895,1.0,9
6986,2006,"TRAUGER, ALETA A.",0.004859651904553175,0.6000000238418579,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428716182709,0.0,0.22857142984867096,0.0,0.22857142984867096,0.02857142873108387,0.02857142873108387,0.0,0.05714285746216774,0.02857142873108387,0.11428571492433548,0.02857142873108387,0.0,0.0,0.05714285746216774,0.08571428805589676,1.485714316368103,0.0,8
4152,2003,"LENARD, JOAN A.",-0.033805374056100845,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,0.0,8
2673,2006,"GRIESA, THOMAS P.",-0.06175265833735466,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1666666716337204,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,2.0,1.0,34
5891,2009,"ROSE, THOMAS M.",0.005003949161618948,0.7567567825317383,0.1621621549129486,0.0,0.0,0.0,0.0,0.0810810774564743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5675675868988037,0.0,0.054054055362939835,0.0,0.1621621549129486,0.054054055362939835,0.0,0.0,0.0810810774564743,0.0,0.0810810774564743,0.0,0.0,0.0,0.2432432472705841,0.0,1.2702702283859253,1.0,7
1110,2008,"CERCONE, DAVID S.",-0.03425874561071396,0.40740740299224854,0.5925925970077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42307692766189575,0.0,0.3076923191547394,0.0,0.07692307978868484,0.07692307978868484,0.0,0.0,0.07692307978868484,0.03846153989434242,0.0,0.0,0.0,0.0,0.03703703731298447,0.03703703731298447,2.185185194015503,1.0,6
1986,2003,"ENGELHARDT, KURT D.",-0.0069641489535570145,0.4444444477558136,0.5555555820465088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555820465088,0.0,0.3333333432674408,0.0,0.1111111119389534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.0,1.1111111640930176,1.0,2
1659,2003,"DAWSON, ROBERT T.",0.0014547804603353143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,1.3333333730697632,1.0,5
5599,2006,"PROPST, ROBERT B.",-0.03204352781176567,0.4000000059604645,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.4000000059604645,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.20000000298023224,1.7999999523162842,1.0,26
1177,2009,"CHIN, DENNY",-0.009167298674583435,0.4117647111415863,0.29411765933036804,0.0,0.11764705926179886,0.0,0.0,0.1764705926179886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0625,0.0,0.1875,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.05882352963089943,0.11764705926179886,2.588235378265381,1.0,15
7101,2004,"VAZQUEZ, MARTHA A.",-0.016243748366832733,0.807692289352417,0.07692307978868484,0.11538461595773697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999463558197,0.0,0.36000001430511475,0.0,0.03999999910593033,0.20000000298023224,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.11999999731779099,0.03846153989434242,0.0,1.192307710647583,0.0,11
7420,2009,"WILLIAMS, RICHARD L.",-0.058789122849702835,0.2702702581882477,0.7297297120094299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864864945411682,0.0,0.3243243098258972,0.0,0.027027027681469917,0.10810811072587967,0.027027027681469917,0.0,0.027027027681469917,0.0,0.0,0.0,0.0,0.0,0.054054055362939835,0.10810811072587967,1.5405405759811401,1.0,29
608,2008,"BOYKO, CHRISTOPHER A.",0.07925289869308472,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666679084301,0.0,0.3333333432674408,0.0,0.2916666567325592,0.0833333358168602,0.125,0.0416666679084301,0.0,0.0,0.0,0.0,0.0833333358168602,0.0,0.0,0.0,0.07999999821186066,0.03999999910593033,1.7599999904632568,1.0,3
1380,2006,"CONWAY, JOHN E.",0.02908473089337349,0.8363636136054993,0.036363635212183,0.12727272510528564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818176060915,0.0,0.0,0.0,0.0,0.0,0.4545454680919647,0.0,0.2181818187236786,0.0,0.036363635212183,0.1090909093618393,0.0,0.0,0.0,0.0,0.072727270424366,0.0,0.0,0.09090909361839294,0.0892857164144516,0.01785714365541935,1.4107142686843872,1.0,20
6409,2009,"SINGAL, GEORGE Z.",-0.07246441394090652,0.8139534592628479,0.1627907007932663,0.023255813866853714,0.0,0.0,0.0,0.0,0.0,0.04651162773370743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5116279125213623,0.0,0.23255814611911774,0.0,0.1627907007932663,0.023255813866853714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813866853714,0.09302325546741486,0.20930232107639313,2.767441749572754,1.0,9
3215,2004,"HUCK, PAUL C.",-0.0557786226272583,0.739130437374115,0.260869562625885,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666679084301,0.0,0.0,0.0,0.0,0.0416666679084301,0.0,0.0,0.3333333432674408,0.0,0.0416666679084301,0.0,0.125,0.2083333283662796,0.0833333358168602,0.0,0.0,0.0833333358168602,0.0,0.0416666679084301,0.0,0.0,0.125,0.1666666716337204,3.875,1.0,4
3596,2005,"KAHN, LAWRENCE E.",0.0628952905535698,0.3870967626571655,0.5806451439857483,0.032258063554763794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.4000000059604645,0.0,0.10000000149011612,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612710952759,0.06451612710952759,1.3870967626571655,1.0,9
5576,2009,"PRESNELL, GREGORY A.",-0.0797182247042656,0.6315789222717285,0.3684210479259491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0555555559694767,0.0555555559694767,0.0,0.0555555559694767,0.0,0.0,0.0,0.0,0.0,0.21052631735801697,0.10526315867900848,4.473684310913086,1.0,9
1240,2011,"COHILL, MAURICE B., JR.",-0.09979104995727539,0.6666666865348816,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333332538604736,1.0,35
1455,2003,"COUGHENOUR, JOHN C.",-0.0633082166314125,0.5555555820465088,0.1111111119389534,0.0555555559694767,0.2777777910232544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529411792755127,0.0,0.11764705926179886,0.0,0.23529411852359772,0.0,0.05882352963089943,0.0,0.0,0.0,0.05882352963089943,0.0,0.0,0.0,0.1111111119389534,0.0555555559694767,1.7222222089767456,1.0,22
7067,2007,"URBOM, WARREN K.",-0.019407719373703003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.0,0.09090909361839294,0.0,0.0,0.09090909361839294,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.1818181872367859,0.09090909361839294,1.0,1.0,37
5318,2002,"PANNELL, CHARLES A., JR.",-0.02697635069489479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
4913,2003,"MOON, NORMAN K.",-0.022735686972737312,0.42105263471603394,0.5789473652839661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473652839661,0.0,0.0,0.0,0.3684210479259491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157933950424,0.15789473056793213,0.2631579041481018,2.3157894611358643,1.0,6
6402,2011,"SIMPSON, CHARLES R., III",0.06563758850097656,0.761904776096344,0.2380952388048172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.0,0.190476194024086,0.0,0.380952388048172,0.190476194024086,0.0,0.0,0.0476190485060215,0.0476190485060215,0.0,0.0,0.0,0.0,0.1428571492433548,0.095238097012043,3.3333332538604736,1.0,25
806,2005,"BUCKLEW, SUSAN C.",-0.028866278007626534,0.6756756901741028,0.3243243098258972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45945945382118225,0.0,0.10810811072587967,0.0,0.027027027681469917,0.2702702581882477,0.027027027681469917,0.0,0.0810810774564743,0.027027027681469917,0.0,0.0,0.0,0.0,0.027027027681469917,0.1621621549129486,1.162162184715271,0.0,12
1617,2003,"DAVIS, LEGROME D.",0.010484924539923668,0.4166666567325592,0.5833333134651184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.25,0.0,0.1666666716337204,0.0833333358168602,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,2.1666667461395264,1.0,1
6407,2007,"SINGAL, GEORGE Z.",-0.02632092498242855,0.8139534592628479,0.11627907305955887,0.0,0.023255813866853714,0.023255813866853714,0.0,0.023255813866853714,0.0,0.02380952425301075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4523809552192688,0.0,0.2857142984867096,0.0,0.1190476194024086,0.0476190485060215,0.0,0.0,0.02380952425301075,0.0,0.02380952425301075,0.02380952425301075,0.0,0.0,0.06976744532585144,0.06976744532585144,2.534883737564087,1.0,7
7001,2008,"TUCKER, PETRESE B.",-0.012510186061263084,0.3076923191547394,0.5384615659713745,0.0,0.07692307978868484,0.0,0.0,0.07692307978868484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384638309479,0.0,0.23076923191547394,0.0,0.07692307978868484,0.07692307978868484,0.07692307978868484,0.0,0.07692307978868484,0.0,0.0,0.0,0.0,0.0,0.07692307978868484,0.1538461595773697,3.076923131942749,0.0,8
6663,2009,"STEELE, JOHN E.",0.05170857533812523,0.7435897588729858,0.23076923191547394,0.0,0.025641025975346565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.20512820780277252,0.0,0.07692307978868484,0.20512820780277252,0.05128205195069313,0.0,0.10256410390138626,0.0,0.025641025975346565,0.0,0.0,0.0,0.025641025975346565,0.3076923191547394,2.4358973503112793,1.0,9
6228,2008,"SESSIONS, WILLIAM K., III",0.021133197471499443,0.7962962985038757,0.1666666716337204,0.0,0.0,0.0,0.0,0.03703703731298447,0.0,0.01886792480945587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094339847564697,0.0,0.22641509771347046,0.0,0.056603774428367615,0.01886792480945587,0.0,0.0,0.056603774428367615,0.03773584961891174,0.056603774428367615,0.0,0.0,0.01886792480945587,0.03703703731298447,0.018518518656492233,1.3518518209457397,1.0,13
3243,2004,"HUFF, MARILYN L.",-0.022033141925930977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454680919647,0.0,0.0,0.0,0.3636363744735718,0.09090909361839294,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181872367859,2.7272727489471436,0.0,13
1595,2008,"DARRAH, JOHN W.",0.04364871233701706,0.7916666865348816,0.1666666716337204,0.0,0.0416666679084301,0.0,0.0,0.0,0.0,0.02083333395421505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958333432674408,0.0,0.02083333395421505,0.0,0.3333333432674408,0.0416666679084301,0.0,0.0,0.0,0.0,0.0625,0.0625,0.02083333395421505,0.0416666679084301,0.0833333358168602,0.125,1.75,1.0,8
5503,2003,"POLOZOLA, FRANK J.",0.06488016247749329,0.5555555820465088,0.4444444477558136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.0,0.0555555559694767,0.4444444477558136,0.0,0.2222222238779068,0.0,0.0555555559694767,0.0,0.0,0.0,0.0555555559694767,0.0,0.0,0.0,0.0555555559694767,0.0,0.0555555559694767,0.0,1.6111111640930176,1.0,23
6335,2007,"SHERIDAN, PETER G.",-0.07526306807994843,0.6000000238418579,0.30000001192092896,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.10000000149011612,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,1.0,1.0,1
6588,2004,"SPRIZZO, JOHN E.",-0.06281576305627823,0.4285714328289032,0.4285714328289032,0.0,0.0,0.0,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285969734192,0.0,0.1428571492433548,0.0,0.0,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.0,0.0,0.0,0.0,2.0,1.0,23
2504,2007,"GILES, JAMES T.",0.012298467569053173,0.4444444477558136,0.5555555820465088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.2777777910232544,0.0555555559694767,0.1111111119389534,0.0555555559694767,0.0,0.0,0.0555555559694767,0.0555555559694767,0.0555555559694767,0.0,0.0,0.0,0.1111111119389534,0.1666666716337204,3.444444417953491,1.0,28
699,2006,"BRIONES, DAVID",0.032388586550951004,0.9795918464660645,0.020408162847161293,0.0,0.0,0.0,0.0,0.0,0.0,0.020408162847161293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4693877696990967,0.0,0.0,0.0,0.0,0.4285714328289032,0.0,0.0,0.020408162847161293,0.0,0.040816325694322586,0.0,0.0,0.020408162847161293,0.06122449040412903,0.0,1.0204081535339355,1.0,12
6823,2003,"TARNOW, ARTHUR J.",-0.04379015043377876,0.5384615659713745,0.38461539149284363,0.07692307978868484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615659713745,0.0,0.1538461595773697,0.0,0.0,0.07692307978868484,0.0,0.0,0.0,0.0,0.23076923191547394,0.0,0.0,0.0,0.07692307978868484,0.1538461595773697,1.692307710647583,1.0,5
4944,2003,"MORAN, JAMES B.",-0.16265906393527985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,1.0,24
5933,2007,"ROSS, ALLYNE R.",0.032823286950588226,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285746216774,0.0,0.3571428656578064,0.0,0.2142857164144516,0.2142857164144516,0.0714285746216774,0.0,0.0,0.0,0.0,0.0714285746216774,0.0,0.0,0.0625,0.125,1.3125,0.0,13
2549,2007,"GODBEY, DAVID C.",-0.1472790539264679,0.6842105388641357,0.31578946113586426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631735801697,0.0,0.10526315867900848,0.0,0.31578946113586426,0.15789473056793213,0.0,0.0,0.05263157933950424,0.0,0.10526315867900848,0.0,0.05263157933950424,0.0,0.2631579041481018,0.15789473056793213,2.1052632331848145,1.0,5
992,2004,"CARNEY, CORMAC J.",0.07139401882886887,0.7692307829856873,0.07692307978868484,0.0,0.1538461595773697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307978868484,0.0,0.3076923191547394,0.0,0.1538461595773697,0.0,0.1538461595773697,0.0,0.0,0.0,0.1538461595773697,0.0,0.07692307978868484,0.07692307978868484,0.0,0.0,0.1428571492433548,0.0714285746216774,1.2142857313156128,1.0,1
6815,2011,"TAGLE, HILDA G.",-0.01850610412657261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.4324324429035187,0.0,0.0810810774564743,0.0,0.0,0.29729729890823364,0.027027027681469917,0.027027027681469917,0.027027027681469917,0.0,0.054054055362939835,0.0,0.0,0.0,0.10810811072587967,0.13513512909412384,1.1891891956329346,0.0,13
4007,2008,"LAND, CLAY D.",-0.08392604440450668,0.4583333432674408,0.5,0.0,0.0416666679084301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261679410934,0.17391304671764374,0.0,0.08695652335882187,0.0,0.30434781312942505,0.1304347813129425,0.0,0.0,0.0,0.0,0.08695652335882187,0.043478261679410934,0.043478261679410934,0.08695652335882187,0.2083333283662796,0.0833333358168602,1.4166666269302368,1.0,7
6806,2011,"SWEET, ROBERT W.",0.013255160301923752,0.8333333134651184,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,1.3333333730697632,1.0,33
391,2010,"BEISTLINE, RALPH R.",-0.027062295004725456,0.4333333373069763,0.46666666865348816,0.03333333507180214,0.03333333507180214,0.0,0.0,0.03333333507180214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666626930237,0.0,0.13333334028720856,0.0,0.13333334028720856,0.10000000149011612,0.0,0.0,0.0,0.0,0.03333333507180214,0.0,0.03333333507180214,0.0,0.1666666716337204,0.06666667014360428,2.433333396911621,1.0,8
6151,2008,"SCHWAB, ARTHUR J.",-0.017571866512298584,0.4444444477558136,0.5,0.0,0.0555555559694767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888955116272,0.0,0.1111111119389534,0.0555555559694767,0.1111111119389534,0.1111111119389534,0.0,0.0,0.1666666716337204,0.0,0.0,0.0555555559694767,0.0,0.0,0.0,0.0555555559694767,1.8333333730697632,1.0,6
2739,2004,"HAGGERTY, ANCER L.",0.027772337198257446,0.8636363744735718,0.04545454680919647,0.06818182021379471,0.0,0.0,0.022727273404598236,0.0,0.0,0.04651162773370743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720930218696594,0.0,0.25581395626068115,0.0,0.023255813866853714,0.04651162773370743,0.0,0.0,0.0,0.0,0.13953489065170288,0.0,0.04651162773370743,0.06976744532585144,0.04545454680919647,0.04545454680919647,1.1590908765792847,1.0,10
6314,2010,"SHARPE, GARY L.",-0.05135025456547737,0.7027027010917664,0.2432432472705841,0.027027027681469917,0.027027027681469917,0.0,0.0,0.0,0.0,0.02777777798473835,0.0,0.0,0.0,0.0,0.02777777798473835,0.0,0.0,0.3055555522441864,0.0,0.02777777798473835,0.0,0.1666666716337204,0.1666666716337204,0.0833333358168602,0.0,0.1944444477558136,0.0,0.0,0.0,0.0,0.0,0.13513512909412384,0.027027027681469917,1.2972972393035889,1.0,6
4381,2003,"MANOS, JOHN M.",-0.10227374732494354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27
4163,2005,"LEON, RICHARD J.",-0.0030938878189772367,0.10000000149011612,0.800000011920929,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.5,0.0,0.20000000298023224,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,1.0,1.0,3
1616,2009,"DAVIS, ANDRE M.",0.02308536134660244,0.52173912525177,0.43478259444236755,0.0,0.0,0.0,0.0,0.043478261679410934,0.0,0.08695652335882187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739129722118378,0.0,0.260869562625885,0.0,0.21739129722118378,0.1304347813129425,0.08695652335882187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260869562625885,0.08695652335882187,2.04347825050354,1.0,14
1195,2008,"CLELAND, ROBERT H.",0.010891107842326164,0.4444444477558136,0.5185185074806213,0.0,0.0,0.0,0.03703703731298447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40740740299224854,0.0,0.2222222238779068,0.0,0.07407407462596893,0.1111111119389534,0.03703703731298447,0.0,0.03703703731298447,0.03703703731298447,0.03703703731298447,0.0,0.0,0.03703703731298447,0.1111111119389534,0.07407407462596893,3.1481480598449707,1.0,18
2561,2010,"GOLD, ALAN S.",-0.022540263831615448,0.7727272510528564,0.22727273404598236,0.0,0.0,0.0,0.0,0.0,0.0,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363744735718,0.0,0.1818181872367859,0.09090909361839294,0.13636364042758942,0.13636364042758942,0.0,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545454680919647,1.5,1.0,13
4648,2011,"MCKINNEY, LARRY J.",-0.02587614580988884,0.40909090638160706,0.5909090638160706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363744735718,0.0,0.04545454680919647,0.0,0.04545454680919647,0.04545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727273404598236,0.13636364042758942,1.0,1.0,24
1330,2009,"CONMY, PATRICK A.",0.05756308138370514,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,1.0,24
1835,2011,"DOWD, DAVID D., JR.",-0.013714841566979885,0.7142857313156128,0.2857142984867096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.0,0.5714285969734192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,0.0,0.0,0.0,0.0,0.2857142984867096,1.8571428060531616,1.0,29
6749,2005,"STROM, LYLE E.",-0.07818427681922913,0.4285714328289032,0.5714285969734192,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142873108387,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142873108387,0.6428571343421936,0.0,0.1071428582072258,0.0,0.0357142873108387,0.1428571492433548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,1.6071428060531616,1.0,20
