,judgeid,demean_harshness,race1,monsex,nocounts,gender,x_black,x_dem,aba_best,christian,judge_yearsonbench
1695,"GRIESBACH, WILLIAM C.",0.014934644103050232,0.707317054271698,0.0731707289814949,1.487804889678955,1.0,0.0,0.0,1.0,0.0,4
198,"BATTS, DEBORAH A.",0.010765820741653442,0.6666666865348816,0.0,4.333333492279053,2.0,1.0,1.0,0.0,0.0,11
3596,"ROBERTS, VICTORIA A.",-0.04623863473534584,0.6666666865348816,0.095238097012043,1.3809523582458496,2.0,1.0,1.0,1.0,0.0,8
2872,"MCKINNEY, LARRY J.",0.011998135596513748,0.5882353186607361,0.0784313753247261,1.4901961088180542,1.0,0.0,0.0,1.0,1.0,17
1923,"HINKLE, ROBERT L.",0.012374712154269218,0.375,0.03999999910593033,2.1600000858306885,1.0,0.0,1.0,1.0,0.0,9
1969,"HOGAN, THOMAS F.",-0.03630875423550606,0.20000000298023224,0.1111111119389534,1.0,1.0,0.0,0.0,0.0,0.0,25
801,"CONABOY, RICHARD P.",-0.31648576259613037,1.0,0.0,8.5,1.0,0.0,1.0,0.0,0.0,30
1106,"DOMINGUEZ, DANIEL R.",-0.03005983680486679,0.5142857432365417,0.02857142873108387,1.6285713911056519,1.0,0.0,1.0,0.0,0.0,16
2428,"KOVACHEVICH, ELIZABETH A.",0.0642947182059288,0.7021276354789734,0.06382978707551956,1.6382979154586792,2.0,0.0,0.0,0.0,0.0,26
2732,"MARTIN, BEVERLY B.",-0.051398809999227524,0.38235294818878174,0.1818181872367859,3.7941176891326904,2.0,0.0,1.0,1.0,0.0,8
1834,"HEARTFIELD, THAD",0.003472292795777321,0.5079365372657776,0.1111111119389534,1.1428571939468384,1.0,0.0,1.0,1.0,0.0,12
1319,"FEUERSTEIN, SANDRA J.",0.12128420174121857,0.8181818127632141,0.09090909361839294,1.0,2.0,0.0,0.0,1.0,0.0,4
673,"CERCONE, DAVID S.",-0.018489550799131393,0.40740740299224854,0.03703703731298447,2.185185194015503,1.0,0.0,0.0,0.0,0.0,6
1121,"DORSEY, PETER C.",-0.05324409157037735,0.800000011920929,0.0,1.0,1.0,0.0,0.0,1.0,0.0,23
3630,"ROBRENO, EDUARDO C.",0.03183027356863022,0.5,0.05263157933950424,2.9473683834075928,1.0,0.0,0.0,0.0,0.0,14
4390,"THOMPSON, RALPH G.",0.023150591179728508,0.7222222089767456,0.1666666716337204,1.2222222089767456,1.0,0.0,0.0,0.0,1.0,31
223,"BEISTLINE, RALPH R.",0.0778583511710167,0.7272727489471436,0.09090909361839294,2.545454502105713,1.0,0.0,0.0,0.0,0.0,1
520,"BURY, DAVID C.",-0.017390675842761993,0.8918918967247009,0.10810811072587967,2.1621620655059814,1.0,0.0,0.0,0.0,0.0,9
3602,"ROBERTSON, JAMES",0.06672092527151108,0.0,0.0,1.25,1.0,0.0,1.0,1.0,0.0,9
3707,"RUFE, CYNTHIA M.",0.06033521145582199,0.21052631735801697,0.05263157933950424,4.473684310913086,2.0,0.0,0.0,1.0,0.0,5
1148,"DOWD, DAVID D., JR.",-0.021602211520075798,0.26923078298568726,0.07692307978868484,1.615384578704834,1.0,0.0,0.0,1.0,1.0,24
3803,"SCHELL, RICHARD A.",-0.019091755151748657,0.8199999928474426,0.10204081982374191,1.1200000047683716,1.0,0.0,0.0,0.0,1.0,23
3571,"REEVES, DANNY C.",-0.027173997834324837,0.8888888955116272,0.3055555522441864,1.5555555820465088,1.0,0.0,0.0,0.0,0.0,10
3618,"ROBINSON, JULIE A.",0.01655738428235054,0.5882353186607361,0.05882352963089943,1.470588207244873,2.0,1.0,0.0,1.0,1.0,10
4638,"WALTON, REGGIE B.",-0.0052103642374277115,0.1764705926179886,0.1111111119389534,1.2777777910232544,1.0,1.0,0.0,1.0,0.0,3
4040,"SIRAGUSA, CHARLES J.",0.014783605933189392,0.5517241358757019,0.03448275849223137,1.2068965435028076,1.0,0.0,1.0,1.0,0.0,12
3409,"POLOZOLA, FRANK J.",-0.056921329349279404,0.4545454680919647,0.13636364042758942,1.7727272510528564,1.0,0.0,1.0,1.0,0.0,25
2660,"LYNN, BARBARA M.",-0.007889045402407646,0.7222222089767456,0.1111111119389534,1.5555555820465088,2.0,0.0,1.0,1.0,0.0,10
2588,"LIFLAND, JOHN C.",0.004061575047671795,0.6071428656578064,0.13333334028720856,1.2333333492279053,1.0,0.0,0.0,1.0,0.0,17
4205,"STEELE, JOHN E.",-0.016215888783335686,0.5,0.0625,2.625,1.0,0.0,1.0,1.0,0.0,6
1342,"FITZWATER, SIDNEY A.",0.05070759356021881,0.5384615659713745,0.23076923191547394,1.4615384340286255,1.0,0.0,0.0,0.0,1.0,18
1377,"FOLSOM, DAVID",0.005526681896299124,0.53125,0.09375,1.03125,1.0,0.0,1.0,1.0,0.0,16
3423,"POLSTER, DAN A.",0.005244403146207333,0.6190476417541504,0.0,2.3333332538604736,1.0,0.0,1.0,1.0,0.0,12
4953,"ZILLY, THOMAS S.",-0.055217791348695755,0.625,0.0625,1.25,1.0,0.0,0.0,1.0,0.0,21
3287,"PALLMEYER, REBECCA R.",0.018845772370696068,0.43478259444236755,0.08695652335882187,1.0,2.0,0.0,1.0,0.0,1.0,6
703,"CHIN, DENNY",0.018377915024757385,0.875,0.0,1.75,1.0,0.0,1.0,1.0,1.0,9
1626,"GONZALEZ, IRMA E.",-0.05839233472943306,0.8695651888847351,0.1304347813129425,1.5909091234207153,2.0,0.0,0.0,0.0,0.0,12
4573,"VINING, ROBERT L., JR.",-0.04730198159813881,1.0,0.05263157933950424,1.6315789222717285,1.0,0.0,1.0,1.0,1.0,28
1425,"FRIOT, STEPHEN P.",0.01975904032588005,0.7333333492279053,0.16129031777381897,1.2580645084381104,1.0,0.0,0.0,1.0,0.0,7
2470,"LAMBERTH, ROYCE C.",-0.02665090747177601,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22
632,"CASTAGNA, WILLIAM J.",0.2978258728981018,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,31
2131,"JAMES, ROBERT G.",-0.004696806892752647,0.4166666567325592,0.1666666716337204,1.3333333730697632,1.0,0.0,1.0,0.0,0.0,12
4497,"TURK, JAMES C.",-0.007193597033619881,0.75,0.10000000149011612,1.850000023841858,1.0,0.0,0.0,0.0,1.0,39
1648,"GRADY, JOHN F.",-0.02543860301375389,0.6363636255264282,0.07692307978868484,2.538461446762085,1.0,0.0,0.0,1.0,0.0,30
1520,"GAUGHAN, PATRICIA A.",0.050803929567337036,0.37037035822868347,0.14814814925193787,2.8518519401550293,2.0,0.0,1.0,1.0,0.0,15
2581,"LEVI, DAVID F.",0.02208097279071808,0.8999999761581421,0.10000000149011612,1.600000023841858,1.0,0.0,0.0,0.0,0.0,13
3298,"PANNELL, CHARLES A., JR.",-0.07819167524576187,0.21875,0.0625,2.5625,1.0,0.0,1.0,1.0,1.0,6
3703,"RUFE, CYNTHIA M.",-0.03580183908343315,0.3333333432674408,0.3333333432674408,2.0,2.0,0.0,0.0,1.0,0.0,1
2112,"ISHII, ANTHONY W.",0.005128337536007166,0.8695651888847351,0.043478261679410934,1.39130437374115,1.0,0.0,1.0,1.0,0.0,12
2769,"MARTONE, FREDERICK J.",0.05950305983424187,0.5357142686843872,0.0714285746216774,1.3928571939468384,1.0,0.0,0.0,0.0,0.0,9
817,"CONMY, PATRICK A.",-0.03155596926808357,0.0,0.0,1.7999999523162842,1.0,0.0,0.0,0.0,0.0,22
1691,"GRIESA, THOMAS P.",0.07360487431287766,0.20000000298023224,0.0,2.799999952316284,1.0,0.0,0.0,0.0,0.0,39
4303,"SWAIN, LAURA T.",-0.04123811423778534,0.800000011920929,0.0,2.4000000953674316,2.0,1.0,1.0,0.0,1.0,11
3565,"REEVES, DANNY C.",0.038472581654787064,0.914893627166748,0.14000000059604645,2.4800000190734863,1.0,0.0,0.0,0.0,0.0,4
4488,"TUNHEIM, JOHN R.",-0.04729893058538437,0.75,0.0,1.1666666269302368,1.0,0.0,1.0,1.0,1.0,16
2463,"LAFFITTE, HECTOR M.",0.02567882277071476,0.0,0.0,1.6666666269302368,1.0,0.0,0.0,1.0,0.0,24
675,"CERCONE, DAVID S.",-0.08694050461053848,0.5833333134651184,0.1666666716337204,1.8333333730697632,1.0,0.0,0.0,0.0,0.0,8
3649,"RODRIGUEZ, XAVIER",-0.04622173309326172,0.875,0.09375,1.84375,1.0,0.0,0.0,1.0,0.0,5
1465,"GAITAN, FERNANDO J., JR.",0.011377405375242233,0.7333333492279053,0.10869564861059189,3.08695650100708,1.0,1.0,0.0,1.0,1.0,14
4627,"WALTER, DONALD E.",0.031166166067123413,0.625,0.125,1.0,1.0,0.0,0.0,0.0,0.0,26
36,"ALAIMO, ANTHONY A.",-0.07486912608146667,0.800000011920929,0.0,1.0,1.0,0.0,0.0,0.0,1.0,32
1675,"GRANADE, CALLIE V.",-0.005677234847098589,0.53125,0.203125,1.25,2.0,0.0,0.0,1.0,0.0,2
1318,"FEUERSTEIN, SANDRA J.",0.15565887093544006,0.8888888955116272,0.0,1.4444444179534912,2.0,0.0,0.0,1.0,0.0,3
838,"CONWAY, JOHN E.",-0.006807155907154083,0.9444444179534912,0.0833333358168602,1.1944444179534912,1.0,0.0,0.0,1.0,1.0,22
4615,"WALLS, WILLIAM H.",0.02314780466258526,0.6521739363670349,0.0,1.3043478727340698,1.0,1.0,1.0,0.0,1.0,14
2745,"MARTINEZ, RICARDO S.",-0.36132216453552246,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
3681,"ROSENBLATT, PAUL G.",0.03912800922989845,0.692307710647583,0.0,1.4615384340286255,1.0,0.0,0.0,0.0,1.0,19
3765,"SARGUS, EDMUND A., JR.",0.0060912990011274815,0.3928571343421936,0.0714285746216774,2.642857074737549,1.0,0.0,1.0,1.0,0.0,14
3549,"REAL, MANUEL L.",-0.05566084757447243,0.75,0.0,2.25,1.0,0.0,1.0,0.0,0.0,44
1975,"HOLMES, SVEN E.",-0.018580203875899315,0.5384615659713745,0.07407407462596893,1.7407407760620117,1.0,0.0,1.0,0.0,1.0,10
3141,"MUNSON, HOWARD G.",-0.03197973221540451,0.75,0.25,1.375,1.0,0.0,0.0,1.0,0.0,29
1954,"HOCHBERG, FAITH S.",0.07004208862781525,0.6190476417541504,0.0476190485060215,1.1428571939468384,2.0,0.0,1.0,1.0,0.0,5
3657,"ROGERS, RICHARD D.",-0.015837768092751503,0.7777777910232544,0.1111111119389534,1.3333333730697632,1.0,0.0,0.0,0.0,1.0,30
4853,"WOOTEN, TERRY L.",-0.0018277429044246674,0.34117648005485535,0.05882352963089943,1.3294117450714111,1.0,0.0,0.0,1.0,0.0,3
3020,"MOLLOY, DONALD W.",-0.04029230400919914,0.9818181991577148,0.16363635659217834,1.4181817770004272,1.0,0.0,1.0,1.0,0.0,14
1065,"DIAMOND, GUSTAVE",-0.04066384211182594,0.5600000023841858,0.1599999964237213,1.2000000476837158,1.0,0.0,1.0,0.0,0.0,28
4112,"SPARKS, SAM",0.12624238431453705,0.6666666865348816,0.3333333432674408,1.3333333730697632,1.0,0.0,0.0,1.0,1.0,12
4270,"STRAND, ROGER G.",0.01697973534464836,0.0,0.1666666716337204,1.5,1.0,0.0,0.0,0.0,1.0,19
1756,"HAGGERTY, ANCER L.",0.04371769726276398,0.7297297120094299,0.054054055362939835,1.1351351737976074,1.0,1.0,1.0,1.0,1.0,14
2658,"LYNN, BARBARA M.",-0.09391047060489655,0.7586206793785095,0.1034482792019844,1.482758641242981,2.0,0.0,1.0,1.0,0.0,8
4546,"VARLAN, THOMAS A.",0.028073163703083992,0.6499999761581421,0.20000000298023224,1.75,1.0,0.0,0.0,0.0,0.0,1
4318,"TAGLE, HILDA G.",0.030573541298508644,0.9767441749572754,0.023255813866853714,1.209302306175232,2.0,0.0,1.0,0.0,1.0,10
3721,"RYSKAMP, KENNETH L.",-0.09340278804302216,0.6666666865348816,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17
3452,"PREGERSON, DEAN D.",0.04342065379023552,0.9166666865348816,0.0833333358168602,1.0,1.0,0.0,1.0,0.0,0.0,14
1160,"DOWNES, WILLIAM F.",-0.0073270793072879314,0.7523809671401978,0.3523809611797333,1.4285714626312256,1.0,0.0,1.0,1.0,0.0,14
1694,"GRIESBACH, WILLIAM C.",-0.00859733484685421,0.6909090876579285,0.1090909093618393,1.3272727727890015,1.0,0.0,0.0,1.0,0.0,3
3600,"ROBERTS, VICTORIA A.",-0.0363304540514946,0.75,0.0833333358168602,1.6666666269302368,2.0,1.0,1.0,1.0,0.0,12
2227,"KANE, YVETTE",0.09388826787471771,0.4285714328289032,0.02777777798473835,1.25,2.0,0.0,1.0,0.0,1.0,6
4589,"VRATIL, KATHRYN H.",-0.05208982527256012,0.5952380895614624,0.1190476194024086,1.3333333730697632,2.0,0.0,0.0,0.0,1.0,13
2556,"LENARD, JOAN A.",-0.006834672763943672,0.4375,0.15625,2.34375,2.0,0.0,1.0,0.0,0.0,11
2731,"MARTIN, BEVERLY B.",-0.08439572900533676,0.3333333432674408,0.07407407462596893,2.185185194015503,2.0,0.0,1.0,1.0,0.0,7
3209,"NIXON, JOHN T.",-0.2635175883769989,0.6666666865348816,0.0,1.3333333730697632,1.0,0.0,1.0,0.0,1.0,28
4195,"STEARNS, RICHARD G.",0.012196457013487816,0.6000000238418579,0.10000000149011612,2.200000047683716,1.0,0.0,1.0,1.0,1.0,12
2426,"KOVACHEVICH, ELIZABETH A.",0.04295568913221359,0.5714285969734192,0.05714285746216774,1.3714286088943481,2.0,0.0,0.0,0.0,0.0,24
1865,"HERLONG, HENRY M., JR.",0.008253682404756546,0.5263158082962036,0.15789473056793213,1.3157894611358643,1.0,0.0,0.0,1.0,1.0,20
3280,"OWENS, WILBUR D., JR.",0.059486936777830124,0.4693877696990967,0.07999999821186066,1.2200000286102295,1.0,0.0,0.0,0.0,1.0,33
244,"BENNETT, RICHARD D.",0.007317641284316778,0.3181818127632141,0.11363636702299118,1.3409091234207153,1.0,0.0,0.0,1.0,0.0,4
75,"ANDERSEN, WAYNE R.",0.02500157803297043,0.46666666865348816,0.13333334028720856,1.4666666984558105,1.0,0.0,0.0,0.0,1.0,17
4743,"WHITTEMORE, JAMES D.",0.048145025968551636,0.4482758641242981,0.03448275849223137,1.7586207389831543,1.0,0.0,1.0,1.0,1.0,9
1951,"HOBBS, TRUMAN M.",-0.051242247223854065,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,26
4150,"SQUATRITO, DOMINIC J.",0.012197040021419525,0.5,0.0,4.5,1.0,0.0,1.0,1.0,0.0,10
3256,"O'KELLEY, WILLIAM C.",-0.05638574808835983,1.0,0.08695652335882187,1.08695650100708,1.0,0.0,0.0,0.0,1.0,35
1067,"DIAMOND, GUSTAVE",0.015309425070881844,0.3199999928474426,0.0,1.3600000143051147,1.0,0.0,1.0,0.0,0.0,30
2358,"KISER, JACKSON L.",-0.058927007019519806,0.5199999809265137,0.03999999910593033,1.6799999475479126,1.0,0.0,0.0,1.0,1.0,23
4448,"TOWNES, SANDRA L.",-0.05121045559644699,0.5714285969734192,0.2857142984867096,1.0,2.0,1.0,0.0,1.0,0.0,3
1984,"HOLWELL, RICHARD J.",0.048585399985313416,0.6666666865348816,0.3333333432674408,1.5555555820465088,1.0,0.0,0.0,1.0,0.0,8
1724,"GUZMAN, RONALD A.",0.028780842199921608,0.5925925970077515,0.03703703731298447,1.5185185670852661,1.0,0.0,1.0,0.0,0.0,7
3037,"MONTGOMERY, ANN D.",-0.057503413408994675,0.692307710647583,0.07692307978868484,1.2692307233810425,2.0,0.0,1.0,1.0,1.0,14
1405,"FRIEDMAN, BERNARD A.",-0.08739063143730164,0.75,0.0,1.375,1.0,0.0,0.0,1.0,0.0,19
1496,"GARCIA, ORLANDO L.",-0.001085182768292725,1.0,0.07692307978868484,1.1538461446762085,1.0,0.0,1.0,0.0,0.0,13
1014,"DAWSON, KENT J.",0.029155541211366653,0.7692307829856873,0.03846153989434242,1.923076868057251,1.0,0.0,1.0,0.0,1.0,8
3354,"PERRY, MATTHEW J., JR.",0.08068936318159103,0.3571428656578064,0.0,1.4285714626312256,1.0,1.0,1.0,0.0,1.0,26
893,"COYLE, ROBERT E.",0.0035218235570937395,0.7647058963775635,0.0,2.0,1.0,0.0,0.0,1.0,1.0,21
905,"CRABB, BARBARA B.",0.0023395013995468616,0.563829779624939,0.09574468433856964,1.5,2.0,0.0,1.0,0.0,1.0,29
2593,"LINARES, JOSE L.",0.005171989556401968,0.782608687877655,0.043478261679410934,1.7826087474822998,1.0,0.0,0.0,1.0,0.0,3
4687,"WEINSTEIN, JACK B.",-0.03145429491996765,0.5,0.0,2.625,1.0,0.0,1.0,1.0,0.0,41
358,"BRACK, ROBERT C.",-0.013047268614172935,0.9076923131942749,0.2028985470533371,1.7391303777694702,1.0,0.0,0.0,1.0,0.0,2
3687,"ROSENBLATT, PAUL G.",-0.014745581895112991,0.692307710647583,0.0,1.4615384340286255,1.0,0.0,0.0,0.0,1.0,25
1862,"HERLONG, HENRY M., JR.",0.004070874769240618,0.40909090638160706,0.09090909361839294,1.6818181276321411,1.0,0.0,0.0,1.0,1.0,17
1878,"HERRERA, JUDITH C.",-0.01482305396348238,0.739130437374115,0.043478261679410934,1.3043478727340698,2.0,0.0,0.0,1.0,0.0,3
3616,"ROBINSON, JULIE A.",-0.007766453083604574,0.5882353186607361,0.11764705926179886,1.6470588445663452,2.0,1.0,0.0,1.0,1.0,8
3228,"NORTON, DAVID C.",0.07670260965824127,0.03999999910593033,0.11999999731779099,1.840000033378601,1.0,0.0,0.0,1.0,1.0,19
34,"AIKEN, ANN L.",-0.03197010979056358,1.0,0.125,1.5,2.0,0.0,1.0,0.0,0.0,12
2180,"JONES, JOHN E., III",-0.038440294563770294,0.7058823704719543,0.0,1.058823585510254,1.0,0.0,0.0,1.0,0.0,4
4549,"VARLAN, THOMAS A.",0.017696700990200043,0.517241358757019,0.1034482792019844,1.5517241954803467,1.0,0.0,0.0,0.0,0.0,4
761,"COHN, JAMES I.",-0.291798859834671,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1586,"GILLMOR, HELEN W.",0.0017394500318914652,0.21875,0.15625,1.65625,2.0,0.0,1.0,0.0,1.0,13
22,"AFRICK, LANCE M.",-0.03901377692818642,0.1538461595773697,0.03846153989434242,1.8461538553237915,1.0,0.0,0.0,1.0,0.0,5
1735,"GWIN, JAMES S.",-0.038545411080121994,0.5806451439857483,0.032258063554763794,1.6129032373428345,1.0,0.0,1.0,1.0,0.0,11
3451,"PREGERSON, DEAN D.",-0.07789471000432968,0.800000011920929,0.0,1.100000023841858,1.0,0.0,1.0,0.0,0.0,13
2114,"ISHII, ANTHONY W.",-0.003176620928570628,0.8139534592628479,0.06976744532585144,1.2325581312179565,1.0,0.0,1.0,1.0,0.0,14
4363,"TELESCA, MICHAEL A.",0.41527777910232544,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25
3387,"PISANO, JOEL A.",-0.12987995147705078,0.6428571343421936,0.1428571492433548,2.0714285373687744,1.0,0.0,1.0,1.0,0.0,10
975,"DAVIS, ANDRE M.",-0.058206915855407715,0.3684210479259491,0.07894736528396606,1.7894736528396606,1.0,1.0,1.0,1.0,0.0,10
2268,"KATZ, MARVIN",-0.06393566727638245,0.4000000059604645,0.20000000298023224,3.299999952316284,1.0,0.0,0.0,1.0,0.0,23
4782,"WINDER, DAVID K.",-0.037446897476911545,0.75,0.0,1.2000000476837158,1.0,0.0,1.0,0.0,1.0,28
4177,"STAMP, FREDERICK P., JR.",0.04673098400235176,0.4693877696990967,0.12244898080825806,1.040816307067871,1.0,0.0,0.0,1.0,1.0,18
4333,"TARNOW, ARTHUR J.",-0.04206002131104469,0.5909090638160706,0.13636364042758942,1.3636363744735718,1.0,0.0,1.0,0.0,0.0,9
4753,"WILLIAMS, GLEN M.",0.016748769208788872,0.8235294222831726,0.1764705926179886,1.3529411554336548,1.0,0.0,0.0,1.0,1.0,29
2296,"KENNELLY, MATTHEW F.",0.04500775784254074,0.5454545617103577,0.04545454680919647,1.4090908765792847,1.0,0.0,1.0,1.0,0.0,7
2499,"LARIMER, DAVID G.",-0.016737723723053932,0.3448275923728943,0.0714285746216774,1.2758620977401733,1.0,0.0,0.0,1.0,0.0,24
925,"CROW, SAM A.",-0.032917607575654984,0.5600000023841858,0.03999999910593033,1.5199999809265137,1.0,0.0,0.0,0.0,1.0,29
2834,"MCDADE, JOE B.",-0.010879683308303356,0.8125,0.125,1.941176414489746,1.0,1.0,0.0,1.0,0.0,12
4698,"WEXLER, LEONARD D.",0.040080055594444275,0.7777777910232544,0.1111111119389534,1.4444444179534912,1.0,0.0,0.0,0.0,0.0,27
3172,"NANGLE, JOHN F.",0.004423037637025118,0.13333334028720856,0.13333334028720856,1.3333333730697632,1.0,0.0,0.0,0.0,1.0,31
4558,"VAZQUEZ, MARTHA A.",-0.04042758047580719,0.8500000238418579,0.10000000149011612,1.5499999523162842,2.0,0.0,1.0,1.0,0.0,14
1797,"HANEN, ANDREW S.",0.002726838691160083,0.9555555582046509,0.24444444477558136,1.0888888835906982,1.0,0.0,0.0,1.0,0.0,6
616,"CARTER, ROBERT L.",-0.06341706216335297,1.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,36
802,"CONABOY, RICHARD P.",0.0011969341430813074,0.6428571343421936,0.0,1.0714285373687744,1.0,0.0,1.0,0.0,0.0,31
4794,"WISEMAN, THOMAS A., JR.",-0.04063742607831955,0.4761904776096344,0.1428571492433548,1.7619047164916992,1.0,0.0,1.0,0.0,1.0,27
1282,"FARNAN, JOSEPH J., JR.",-0.06925450265407562,0.3636363744735718,0.1818181872367859,1.1818181276321411,1.0,0.0,0.0,0.0,0.0,19
3154,"MURGUIA, MARY H.",0.04413266107439995,0.9090909361839294,0.0,1.3636363744735718,2.0,0.0,1.0,0.0,0.0,3
4512,"UNDERHILL, STEFAN R.",-0.042718641459941864,0.6363636255264282,0.0,1.6363636255264282,1.0,0.0,1.0,1.0,0.0,6
820,"CONMY, PATRICK A.",-0.05410396680235863,0.4000000059604645,0.20000000298023224,4.599999904632568,1.0,0.0,0.0,0.0,0.0,25
3866,"SEDWICK, JOHN W.",-0.008383042179048061,0.6666666865348816,0.029411764815449715,2.1764705181121826,1.0,0.0,0.0,1.0,1.0,12
2487,"LAND, CLAY D.",-0.07061996310949326,0.4583333432674408,0.2083333283662796,1.4166666269302368,1.0,0.0,0.0,1.0,0.0,7
3917,"SHANSTROM, JACK D.",-0.004676704294979572,0.75,0.1428571492433548,1.3809523582458496,1.0,0.0,0.0,1.0,1.0,14
2241,"KAPLAN, LEWIS A.",-0.009170725010335445,0.550000011920929,0.15000000596046448,2.0999999046325684,1.0,0.0,1.0,1.0,0.0,10
2208,"JUNELL, ROBERT A.",-0.046600308269262314,0.800000011920929,0.12727272510528564,1.1818181276321411,1.0,0.0,0.0,0.0,0.0,5
4705,"WHALEY, ROBERT H.",0.026652542874217033,0.8372092843055725,0.11627907305955887,1.209302306175232,1.0,0.0,1.0,1.0,0.0,13
3996,"SIMANDLE, JEROME B.",-0.028392981737852097,0.6000000238418579,0.0,1.840000033378601,1.0,0.0,0.0,1.0,0.0,16
998,"DAVIS, LEONARD E.",-0.00022270761837717146,0.6756756901741028,0.0810810774564743,1.0270270109176636,1.0,0.0,0.0,1.0,1.0,9
4697,"WEXLER, LEONARD D.",0.2070033848285675,1.0,0.0,5.666666507720947,1.0,0.0,0.0,0.0,0.0,26
1767,"HALL, JANET C.",-0.035861801356077194,0.5882353186607361,0.05882352963089943,1.058823585510254,2.0,0.0,1.0,1.0,0.0,9
4257,"STORY, RICHARD W.",-0.0076034413650631905,0.4444444477558136,0.18518517911434174,2.0740740299224854,1.0,0.0,1.0,1.0,1.0,11
79,"ANDERSON, JOSEPH F., JR.",0.02685782127082348,0.3333333432674408,0.1111111119389534,2.8888888359069824,1.0,0.0,0.0,0.0,1.0,18
4347,"TAYLOR, GARY L.",0.02214849926531315,0.5714285969734192,0.1428571492433548,1.2857142686843872,1.0,0.0,0.0,1.0,1.0,13
4236,"STENGEL, LAWRENCE F.",-0.07097344100475311,0.4545454680919647,0.0,4.818181991577148,1.0,0.0,0.0,1.0,0.0,2
3522,"RANDA, RUDOLPH T.",-0.018730662763118744,0.5897436141967773,0.07692307978868484,1.1538461446762085,1.0,0.0,0.0,0.0,0.0,12
1588,"GILLMOR, HELEN W.",-0.016336685046553612,0.31578946113586426,0.10526315867900848,1.7894736528396606,2.0,0.0,1.0,0.0,1.0,15
485,"BURGESS, FRANKLIN D.",0.025640612468123436,0.8181818127632141,0.1818181872367859,1.2727272510528564,1.0,1.0,1.0,0.0,1.0,9
4964,"ZLOCH, WILLIAM J.",0.019671238958835602,0.6511628031730652,0.023255813866853714,1.3023256063461304,1.0,0.0,0.0,0.0,0.0,25
4001,"SIMON, PHILIP P.",0.026986947283148766,0.37037035822868347,0.0,1.2903225421905518,1.0,0.0,0.0,1.0,0.0,2
4460,"TRAGER, DAVID G.",-0.038378942757844925,0.6666666865348816,0.1666666716337204,1.1666666269302368,1.0,0.0,1.0,1.0,0.0,17
3030,"MONTGOMERY, ANN D.",-0.021563444286584854,0.699999988079071,0.30000001192092896,1.2000000476837158,2.0,0.0,1.0,1.0,1.0,7
2377,"KOELTL, JOHN G.",0.01166658103466034,0.5,0.0,1.600000023841858,1.0,0.0,1.0,1.0,0.0,10
3737,"SACHS, HOWARD F.",-0.05677235126495361,0.6842105388641357,0.05263157933950424,1.5263158082962036,1.0,0.0,1.0,1.0,0.0,31
4603,"WALKER, VAUGHN R.",-0.002277480438351631,0.6666666865348816,0.0,2.4166667461395264,1.0,0.0,0.0,0.0,1.0,16
103,"ARCARA, RICHARD J.",0.023928383365273476,0.5454545617103577,0.036363635212183,1.4727272987365723,1.0,0.0,0.0,1.0,0.0,18
33,"AIKEN, ANN L.",-0.05565156787633896,1.0,0.10000000149011612,1.2666666507720947,2.0,0.0,1.0,0.0,0.0,11
581,"CARDONE, KATHLEEN",-0.02329995669424534,0.8541666865348816,0.1666666716337204,1.1666666269302368,2.0,0.0,0.0,1.0,0.0,8
1651,"GRADY, JOHN F.",-0.08482572436332703,0.6666666865348816,0.1666666716337204,1.75,1.0,0.0,0.0,1.0,0.0,33
4471,"TUCKER, PETRESE B.",0.06836836785078049,0.1666666716337204,0.1666666716337204,4.666666507720947,2.0,1.0,1.0,1.0,0.0,3
4153,"STADTMUELLER, JOSEPH P.",-0.028376013040542603,0.6499999761581421,0.0476190485060215,1.523809552192688,1.0,0.0,0.0,1.0,0.0,16
2524,"LAWSON, DAVID M.",0.02771744318306446,0.41860464215278625,0.09090909361839294,1.1590908765792847,1.0,0.0,1.0,1.0,0.0,4
868,"COPENHAVER, JOHN T., JR.",0.006741649471223354,0.6212121248245239,0.1492537260055542,1.3134328126907349,1.0,0.0,0.0,1.0,1.0,29
517,"BURY, DAVID C.",0.014297815971076488,0.8125,0.0793650820851326,1.5625,1.0,0.0,0.0,0.0,0.0,6
1452,"FULLER, MARK E.",0.029950091615319252,0.3255814015865326,0.11627907305955887,1.860465168952942,1.0,0.0,0.0,0.0,0.0,6
3405,"POLLAK, LOUIS H.",-0.028798382729291916,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,32
4041,"SIRAGUSA, CHARLES J.",-0.02697744593024254,0.3076923191547394,0.07692307978868484,1.2692307233810425,1.0,0.0,1.0,1.0,0.0,13
741,"COBB, HOWELL",0.07559507340192795,0.5,0.0625,1.125,1.0,0.0,0.0,0.0,1.0,19
3701,"ROTHSTEIN, BARBARA J.",-0.17792566120624542,1.0,0.0,3.25,2.0,0.0,1.0,0.0,0.0,24
