,sentyr,judgeid,disparity_race,monsex_disparity,nocounts_disparity,gender,x_black,x_dem,aba_best,christian
123,2007,"BARBIER, CARL J.",0.07069510221481323,-0.1411764770746231,-0.16470587253570557,1.0,0.0,1.0,0.0,0.0
4236,2004,"WOOTEN, TERRY L.",-0.000199108908418566,-0.015394087880849838,0.23830044269561768,1.0,0.0,0.0,1.0,0.0
3202,2006,"ROGERS, RICHARD D.",-0.04551653191447258,-0.07999999821186066,0.08666658401489258,1.0,0.0,0.0,0.0,1.0
2430,2008,"MARTINI, WILLIAM J.",0.003108421340584755,0.1111111119389534,1.1944442987442017,1.0,0.0,0.0,0.0,0.0
1971,2008,"KANE, JOHN L., JR.",-0.06991885602474213,-0.05882352963089943,-0.23529410362243652,1.0,0.0,1.0,1.0,0.0
4101,2011,"WEXLER, LEONARD D.",0.659554123878479,0.0,-0.7777777910232544,1.0,0.0,0.0,0.0,0.0
2003,2004,"KATZ, DAVID A.",-0.01766141876578331,0.0,0.4902597665786743,1.0,0.0,1.0,0.0,0.0
2472,2007,"MCBRYDE, JOHN H.",0.08158551156520844,-0.08087431639432907,0.02295076847076416,1.0,0.0,0.0,1.0,1.0
3598,2008,"SNYDER, CHRISTINA A.",-0.007978755049407482,-0.13333334028720856,0.3999999761581421,0.0,0.0,1.0,0.0,0.0
2762,2005,"MUNSON, HOWARD G.",-0.04179894179105759,-0.3333333432674408,-0.5,1.0,0.0,0.0,1.0,0.0
1367,2004,"GEORGE, LLOYD D.",0.09368055313825607,0.0,-0.46666669845581055,1.0,0.0,0.0,1.0,1.0
4324,2011,"ZLOCH, WILLIAM J.",0.039680831134319305,-0.1818181872367859,3.3636364936828613,1.0,0.0,0.0,0.0,0.0
1237,2007,"FOLSOM, DAVID",-0.09979034960269928,0.0,0.0,1.0,0.0,1.0,1.0,0.0
901,2007,"DAWSON, KENT J.",0.009613272733986378,0.10582011193037033,0.7354496717453003,1.0,0.0,1.0,0.0,1.0
1110,2003,"ENGELHARDT, KURT D.",-0.1581518054008484,-0.25,0.20000004768371582,1.0,0.0,0.0,0.0,0.0
59,2007,"ALTONAGA, CECILIA M.",-0.031005870550870895,0.0347222238779068,-0.3194444179534912,0.0,0.0,0.0,0.0,0.0
2218,2011,"LASNIK, ROBERT S.",-0.027157090604305267,0.6195652484893799,0.18478262424468994,1.0,0.0,1.0,0.0,0.0
654,2005,"COBB, HOWELL",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
681,2007,"COHN, JAMES I.",0.028165876865386963,0.018518522381782532,-2.162036895751953,1.0,0.0,0.0,1.0,0.0
2931,2011,"PERRY, MATTHEW J., JR.",-0.022854167968034744,0.0,-0.75,1.0,1.0,1.0,0.0,1.0
3587,2008,"SMITH, WILLIAM E.",0.02266092412173748,0.0,-0.2999999523162842,1.0,0.0,0.0,0.0,0.0
588,2010,"CERCONE, DAVID S.",-2.8737954238522434e-09,0.05714285373687744,-1.4285714626312256,1.0,0.0,0.0,0.0,0.0
3223,2006,"ROSENBAUM, JAMES M.",0.05870957672595978,-0.0714285746216774,-0.25,1.0,0.0,0.0,1.0,0.0
3441,2005,"SHARPE, GARY L.",0.014368297532200813,-0.05263157933950424,-0.3684210777282715,1.0,0.0,0.0,1.0,0.0
2060,2003,"KING, GARR M.",0.2373655140399933,-0.1666666716337204,0.0,1.0,0.0,1.0,0.0,0.0
2370,2005,"MANOS, JOHN M.",0.08640873432159424,0.1666666716337204,0.04761910438537598,1.0,0.0,0.0,1.0,0.0
1063,2010,"DUVAL, STANWOOD R., JR.",0.07432243227958679,0.0,-2.6666669845581055,1.0,0.0,1.0,0.0,0.0
1702,2009,"HILTON, CLAUDE M.",0.0017243032343685627,0.03333333134651184,0.23333334922790527,1.0,0.0,0.0,1.0,1.0
325,2006,"BRACK, ROBERT C.",-0.012454545125365257,-0.072727270424366,0.6454545259475708,1.0,0.0,0.0,1.0,0.0
907,2007,"DAWSON, ROBERT T.",0.04111370071768761,-0.08908046036958694,0.028735637664794922,1.0,0.0,1.0,0.0,1.0
500,2010,"CAMPBELL, TODD J.",0.01483655720949173,-0.08592592179775238,0.23259258270263672,1.0,0.0,1.0,1.0,0.0
4209,2011,"WOOD, KIMBA M.",-0.13606250286102295,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2773,2005,"MURGUIA, MARY H.",0.0021264017559587955,0.0,0.38235294818878174,0.0,0.0,1.0,0.0,0.0
2304,2006,"LINDBERG, GEORGE W.",-0.027547359466552734,0.0,1.1999999284744263,1.0,0.0,0.0,0.0,1.0
1323,2007,"GAITAN, FERNANDO J., JR.",0.01842864230275154,-0.15692640841007233,-0.11904764175415039,1.0,1.0,0.0,1.0,1.0
2925,2004,"PEREZ-GIMENEZ, JUAN M.",-0.002124970545992255,-0.31578946113586426,-0.5029239654541016,1.0,0.0,1.0,1.0,0.0
1451,2007,"GOLD, ALAN S.",0.01081043854355812,-0.05833332985639572,-2.6416666507720947,1.0,0.0,1.0,1.0,0.0
3532,2011,"SIRAGUSA, CHARLES J.",0.02217951789498329,0.04545454680919647,0.27272725105285645,1.0,0.0,1.0,1.0,0.0
4186,2004,"WOLF, MARK L.",0.0021393673960119486,-0.1538461595773697,-7.84615421295166,1.0,0.0,0.0,0.0,0.0
2321,2003,"LINDSAY, SAM A.",2.9802322831784522e-09,-0.20000000298023224,-8.0,1.0,1.0,1.0,0.0,0.0
2270,2004,"LEON, RICHARD J.",0.16591235995292664,0.1428571492433548,0.2142857313156128,1.0,0.0,0.0,1.0,0.0
216,2006,"BENNETT, RICHARD D.",0.031993649899959564,-0.0267857126891613,-0.07142853736877441,1.0,0.0,0.0,1.0,0.0
3569,2004,"SMITH, ORTRIE D.",-0.11047166585922241,-0.0238095223903656,-0.1547619104385376,1.0,0.0,1.0,0.0,1.0
283,2006,"BOWDRE, KARON O.",0.15127107501029968,0.23076923191547394,-0.2461538314819336,0.0,0.0,0.0,0.0,0.0
4061,2007,"WALTON, REGGIE B.",0.11978019773960114,0.0,1.600000023841858,1.0,1.0,0.0,1.0,0.0
2926,2009,"PEREZ-GIMENEZ, JUAN M.",-0.016440657898783684,-0.0714285746216774,-0.2142857313156128,1.0,0.0,1.0,1.0,0.0
145,2003,"BATAILLON, JOSEPH F.",0.04973350465297699,-0.095238097012043,-0.1309523582458496,1.0,0.0,1.0,0.0,0.0
2455,2008,"MAYS, SAMUEL H., JR.",-0.02060615085065365,0.0714285746216774,0.1309523582458496,1.0,0.0,0.0,0.0,0.0
3305,2010,"SAVAGE, TIMOTHY J.",0.014688139781355858,0.0,-0.11188817024230957,1.0,0.0,0.0,1.0,0.0
3821,2004,"TEVRIZIAN, DICKRAN M., JR.",-0.0029743812046945095,0.3333333432674408,0.8333333730697632,1.0,0.0,0.0,1.0,1.0
2154,2007,"KRAVITZ, MARK R.",0.010911444202065468,-0.05882352963089943,0.0,1.0,0.0,0.0,1.0,0.0
1850,2009,"ILLSTON, SUSAN Y.",-0.025762811303138733,0.0,0.1904761791229248,0.0,0.0,1.0,1.0,0.0
525,2007,"CARR, JAMES G.",0.03008251264691353,-0.13333334028720856,3.75,1.0,0.0,1.0,1.0,0.0
618,2006,"CHESNEY, MAXINE M.",-0.011367850005626678,0.0,1.0,0.0,0.0,1.0,1.0,0.0
511,2008,"CARDONE, KATHLEEN",-0.03819199651479721,-0.08955223858356476,0.1393035650253296,0.0,0.0,0.0,1.0,0.0
1865,2006,"ISHII, ANTHONY W.",-0.09039214998483658,0.0533333420753479,0.36000001430511475,1.0,0.0,1.0,1.0,0.0
3514,2007,"SIMPSON, CHARLES R., III",-0.017560243606567383,0.3452380895614624,-1.154761791229248,1.0,0.0,0.0,0.0,0.0
903,2008,"DAWSON, KENT J.",0.2230670154094696,-0.04545454680919647,-1.0909090042114258,1.0,0.0,1.0,0.0,1.0
3901,2009,"TRAGER, DAVID G.",0.00437424099072814,-0.20000000298023224,-1.4000000953674316,1.0,0.0,1.0,1.0,0.0
2147,2010,"KOVACHEVICH, ELIZABETH A.",-0.010647427290678024,0.0,-0.12105262279510498,0.0,0.0,0.0,0.0,0.0
270,2007,"BLOCK, FREDERIC",-0.007344672456383705,0.1666666567325592,0.0,1.0,0.0,1.0,1.0,1.0
159,2009,"BATTANI, MARIANNE O.",-0.010647778399288654,-0.04285714775323868,2.019047737121582,0.0,0.0,1.0,1.0,0.0
319,2009,"BOYLE, TERRENCE W.",0.07588803768157959,0.03125,-1.0416667461395264,1.0,0.0,0.0,0.0,0.0
2647,2004,"MILLS, RICHARD H.",-0.008767012506723404,-0.3076923191547394,0.4615384340286255,1.0,0.0,0.0,1.0,1.0
1624,2005,"HAYES, WILLIAM Q.",-0.1346820592880249,-0.10000000149011612,-0.5,1.0,0.0,0.0,0.0,0.0
1378,2004,"GERSHON, NINA",-0.025229621678590775,0.034188032150268555,0.11111116409301758,0.0,0.0,1.0,0.0,0.0
2124,2010,"KORMAN, EDWARD R.",-0.0051003508269786835,0.25,0.04999995231628418,1.0,0.0,0.0,1.0,0.0
249,2009,"BLACK, BRUCE D.",-0.14973235130310059,-0.06060606241226196,-0.5454545021057129,1.0,0.0,1.0,0.0,1.0
3628,2004,"SPRIZZO, JOHN E.",0.04634259268641472,0.0,-1.1666666269302368,1.0,0.0,0.0,1.0,0.0
3189,2008,"RODRIGUEZ, JOSEPH H.",0.015069445595145226,0.0,-0.10000002384185791,1.0,0.0,0.0,0.0,0.0
2850,2006,"NUGENT, DONALD C.",-0.04678213596343994,-0.03809524327516556,-0.1238095760345459,1.0,0.0,1.0,1.0,0.0
510,2006,"CARDONE, KATHLEEN",0.2334403693675995,-0.20967741310596466,-0.17741930484771729,0.0,0.0,0.0,1.0,0.0
3028,2008,"PRESNELL, GREGORY A.",-0.0002362637605983764,-0.07692307978868484,-2.307692289352417,1.0,0.0,1.0,1.0,0.0
3022,2005,"PRESKA, LORETTA A.",0.04748756065964699,0.0,0.625,0.0,0.0,0.0,1.0,0.0
3582,2005,"SMITH, WALTER S., JR.",-0.13772282004356384,-0.1876923143863678,0.15794873237609863,1.0,0.0,0.0,1.0,1.0
2516,2010,"MCKIBBEN, HOWARD D.",7.450580596923828e-09,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1147,2003,"FALLON, ELDON E.",-3.725290298461914e-09,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2659,2005,"MONTALVO, FRANK",-0.061101142317056656,-0.24242424964904785,-0.39393937587738037,1.0,0.0,0.0,1.0,0.0
4059,2009,"WALTON, REGGIE B.",0.0003613956505432725,0.2142857164144516,0.7142857313156128,1.0,1.0,0.0,1.0,0.0
4091,2005,"WEINSTEIN, JACK B.",-0.0005013906629756093,0.0,0.43333327770233154,1.0,0.0,1.0,1.0,0.0
3699,2006,"STEGER, WILLIAM M.",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3271,2004,"SACHS, HOWARD F.",-0.03933373838663101,0.0,0.11528825759887695,1.0,0.0,1.0,1.0,0.0
417,2005,"BUNNING, DAVID L.",0.04652576893568039,-0.11587302386760712,3.0936508178710938,1.0,0.0,0.0,0.0,0.0
2905,2010,"PAULEY, WILLIAM H., III",0.041460342705249786,0.0,0.547619104385376,1.0,0.0,1.0,1.0,1.0
412,2003,"BUCKWALTER, RONALD L.",0.011143738403916359,0.1666666716337204,1.8333334922790527,1.0,0.0,0.0,1.0,1.0
4150,2009,"WILLIAMS, GLEN M.",0.0,-0.1666666716337204,0.8333332538604736,1.0,0.0,0.0,1.0,1.0
2953,2008,"PHILLIPS, VIRGINIA A.",1.5522043372850902e-10,-0.0555555559694767,0.9444444179534912,0.0,0.0,1.0,1.0,1.0
3788,2003,"TAKASUGI, ROBERT M.",7.450580596923828e-09,-0.25,-9.0,1.0,0.0,0.0,1.0,0.0
3089,2008,"RANDA, RUDOLPH T.",-0.17495138943195343,0.08695652335882187,-0.10741686820983887,1.0,0.0,0.0,0.0,0.0
129,2003,"BARBOUR, WILLIAM H., JR.",0.2640872895717621,-0.25,0.14285719394683838,1.0,0.0,0.0,0.0,1.0
2741,2010,"MOSMAN, MICHAEL W.",0.02480701357126236,-0.07692307978868484,-0.3571428060531616,1.0,0.0,0.0,1.0,0.0
459,2007,"BUTLER, CHARLES R., JR.",0.0471097007393837,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2698,2006,"MOORE, WILLIAM T., JR.",0.09481164813041687,-0.09285714477300644,-0.5857142210006714,1.0,0.0,1.0,0.0,1.0
522,2008,"CARR, JAMES G.",0.3396192193031311,-0.07692307978868484,-2.384615421295166,1.0,0.0,1.0,1.0,0.0
2817,2003,"NIXON, JOHN T.",0.05735684931278229,0.0,-2.75,1.0,0.0,1.0,0.0,1.0
2719,2007,"MORENO, FEDERICO A.",0.023017441853880882,0.09090909361839294,-5.03787899017334,1.0,0.0,0.0,0.0,0.0
2565,2005,"MCVERRY, TERRENCE F.",0.07436548173427582,0.06666667014360428,-0.07500004768371582,1.0,0.0,0.0,1.0,0.0
2701,2003,"MOORE, WILLIAM T., JR.",-0.011458330787718296,0.1111111119389534,0.4444444179534912,1.0,0.0,1.0,0.0,1.0
442,2004,"BURRELL, GARLAND E., JR.",-0.04536377638578415,0.16969697177410126,-0.5303030014038086,1.0,1.0,0.0,0.0,0.0
4000,2009,"VINING, ROBERT L., JR.",-0.0011900771642103791,-0.05263157933950424,0.2236841917037964,1.0,0.0,1.0,1.0,1.0
2921,2007,"PEREZ-GIMENEZ, JUAN M.",-0.08246490359306335,0.0,0.904411792755127,1.0,0.0,1.0,1.0,0.0
845,2008,"DANIELS, GEORGE B.",0.03593582659959793,0.0,0.6571427583694458,1.0,1.0,1.0,1.0,0.0
2456,2006,"MAYS, SAMUEL H., JR.",-0.012835754081606865,0.054054055362939835,0.5752896070480347,1.0,0.0,0.0,0.0,0.0
2140,2005,"KOSIK, EDWIN M.",0.04903554171323776,-0.1454545557498932,0.2666666507720947,1.0,0.0,0.0,1.0,0.0
2684,2004,"MOODY, JAMES T.",-0.022280089557170868,-0.1111111119389534,-0.2777777910232544,1.0,0.0,0.0,0.0,1.0
3512,2004,"SIMPSON, CHARLES R., III",6.208817349140361e-10,0.0,-0.16666674613952637,1.0,0.0,0.0,0.0,0.0
2972,2003,"PLATT, THOMAS C., JR.",0.0,0.0,-0.5,1.0,0.0,0.0,0.0,1.0
1044,2007,"DOWNES, WILLIAM F.",0.3653768301010132,-0.2222222238779068,-0.703703761100769,1.0,0.0,1.0,1.0,0.0
66,2005,"ANDERSEN, WAYNE R.",-0.03780541196465492,0.03896103799343109,1.2402597665786743,1.0,0.0,0.0,0.0,1.0
4218,2005,"WOODCOCK, JOHN A., JR.",0.040155161172151566,0.13636364042758942,0.0,1.0,0.0,0.0,1.0,0.0
3328,2007,"SCHIAVELLI, GEORGE P.",0.16687500476837158,0.0,-2.25,1.0,0.0,0.0,1.0,0.0
2898,2007,"PANNER, OWEN M.",-0.10301902890205383,-0.11999999731779099,-0.20000004768371582,1.0,0.0,1.0,1.0,1.0
3507,2006,"SIMPSON, CHARLES R., III",-0.031871095299720764,0.02521008998155594,0.36554622650146484,1.0,0.0,0.0,0.0,0.0
117,2006,"BARBIER, CARL J.",0.013958150520920753,-0.1666666716337204,-0.125,1.0,0.0,1.0,0.0,0.0
549,2005,"CASSELL, PAUL G.",-0.1177450641989708,-0.05263157933950424,-0.1403508186340332,1.0,0.0,0.0,1.0,0.0
3070,2005,"RAKOFF, JED S.",-0.09790365397930145,0.0,0.3727271556854248,1.0,0.0,1.0,1.0,0.0
2811,2011,"NICKERSON, WILLIAM M.",-0.015576769597828388,-0.0972222238779068,0.05555558204650879,1.0,0.0,0.0,1.0,1.0
3687,2007,"STEELE, JOHN E.",-0.012285706587135792,0.110599085688591,-0.08755755424499512,1.0,0.0,1.0,1.0,0.0
4212,2007,"WOOD, KIMBA M.",-0.007183932699263096,-0.4000000059604645,-0.7000000476837158,0.0,0.0,0.0,0.0,0.0
1510,2005,"GRIESA, THOMAS P.",-0.04094601422548294,0.5,-1.5,1.0,0.0,0.0,0.0,0.0
31,2004,"AIKEN, ANN L.",0.192091166973114,-0.09090909361839294,-0.3636363744735718,0.0,0.0,1.0,0.0,0.0
756,2009,"COOPER, CLARENCE",-0.0031345137394964695,0.0,-6.777777671813965,1.0,1.0,1.0,0.0,1.0
436,2010,"BURNS, ELLEN B.",0.0852988064289093,0.0,-0.08333337306976318,0.0,0.0,1.0,0.0,0.0
2688,2005,"MOON, NORMAN K.",0.026527665555477142,-0.03140096738934517,-0.3937199115753174,1.0,0.0,1.0,1.0,1.0
367,2005,"BRODY, ANITA B.",0.01919463276863098,0.0,-3.722222328186035,0.0,0.0,0.0,0.0,0.0
4232,2009,"WOOTEN, TERRY L.",0.033625055104494095,-0.11879699677228928,-0.04436087608337402,1.0,0.0,0.0,1.0,0.0
390,2009,"BROWN, GARRETT E., JR.",0.06844881176948547,0.0,-0.2142857313156128,1.0,0.0,0.0,0.0,0.0
3239,2003,"ROSS, ALLYNE R.",-0.02496667578816414,0.0,0.3999999761581421,0.0,0.0,1.0,1.0,0.0
1696,2007,"HIGHSMITH, SHELBY",0.21555760502815247,-0.1190476268529892,0.16666662693023682,1.0,0.0,0.0,1.0,1.0
1712,2007,"HINKLE, ROBERT L.",-0.1356370449066162,-0.02499999850988388,-1.0083333253860474,1.0,0.0,1.0,1.0,0.0
1003,2010,"DORSEY, PETER C.",-0.061401158571243286,0.0,-0.17647063732147217,1.0,0.0,0.0,1.0,0.0
2486,2005,"MCCALLA, JON P.",0.1434551477432251,0.1666666716337204,0.4583333730697632,1.0,0.0,0.0,1.0,1.0
579,2007,"CEBULL, RICHARD F.",0.007311956025660038,-0.034343428909778595,-0.13131308555603027,1.0,0.0,0.0,1.0,0.0
185,2011,"BAYLSON, MICHAEL M.",0.014642920345067978,0.043478261679410934,0.5536231994628906,1.0,0.0,0.0,1.0,0.0
2717,2007,"MORDUE, NORMAN A.",-0.013650537468492985,-0.07999999821186066,-1.3599998950958252,1.0,0.0,1.0,0.0,1.0
963,2006,"DICLERICO, JOSEPH A., JR.",0.036545321345329285,-0.05017920583486557,0.541218638420105,1.0,0.0,0.0,1.0,0.0
816,2010,"CROW, SAM A.",-0.03211910277605057,-0.0625,-0.6388888359069824,1.0,0.0,0.0,0.0,1.0
43,2008,"ALBRITTON, WILLIAM H., III",0.04144185781478882,0.0416666679084301,0.972222089767456,1.0,0.0,0.0,1.0,1.0
257,2010,"BLACKBURN, ROBERT E.",-0.08963456004858017,0.08235294371843338,-0.5882352590560913,1.0,0.0,0.0,1.0,0.0
464,2008,"BUTLER, CHARLES R., JR.",0.04158295691013336,-0.222222238779068,0.0,1.0,0.0,0.0,1.0,1.0
1527,2011,"GRITZNER, JAMES E.",0.07208192348480225,-0.1860465109348297,0.3049095869064331,1.0,0.0,0.0,1.0,1.0
3481,2010,"SHUBB, WILLIAM B.",-0.069915771484375,0.0,-0.7222222089767456,1.0,0.0,0.0,1.0,1.0
996,2011,"DONALD, BERNICE B.",0.076387420296669,0.17391304671764374,0.2515528202056885,0.0,1.0,1.0,0.0,1.0
455,2007,"BURY, DAVID C.",0.038692671805620193,-0.05000000074505806,0.18333327770233154,1.0,0.0,0.0,0.0,0.0
3182,2008,"ROBRENO, EDUARDO C.",0.007286801002919674,-0.17307692766189575,-9.147436141967773,1.0,0.0,0.0,0.0,0.0
3001,2009,"PONSOR, MICHAEL A.",0.08567725867033005,-0.20000000298023224,0.20000004768371582,1.0,0.0,1.0,1.0,1.0
746,2004,"COOKE, MARCIA G.",-0.020612258464097977,0.0,-2.25,0.0,1.0,0.0,1.0,0.0
2406,2003,"MARTIN, JOHN S., JR.",-3.725290298461914e-09,0.0,0.75,1.0,0.0,0.0,1.0,0.0
731,2006,"CONNER, CHRISTOPHER C.",0.05521607771515846,0.05603448301553726,0.08405172824859619,1.0,0.0,0.0,1.0,0.0
1530,2005,"GRITZNER, JAMES E.",0.05301445350050926,-0.09090909361839294,0.5984848737716675,1.0,0.0,0.0,1.0,1.0
1114,2009,"ENGELHARDT, KURT D.",0.04625459015369415,-0.005494505167007446,0.2115384340286255,1.0,0.0,0.0,0.0,0.0
2331,2008,"LUNGSTRUM, JOHN W.",0.025122487917542458,-0.0625,-0.09375,1.0,0.0,0.0,1.0,1.0
130,2005,"BARBOUR, WILLIAM H., JR.",-0.03762822598218918,0.1599999964237213,-0.06749999523162842,1.0,0.0,0.0,0.0,1.0
2636,2003,"MILLS, MICHAEL P.",0.581250011920929,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1571,2005,"HAGGERTY, ANCER L.",-0.02616330049932003,-0.0416666679084301,-0.04166674613952637,1.0,1.0,1.0,1.0,1.0
2274,2009,"LEONARD, TIMOTHY D.",0.1375499963760376,0.04999999701976776,0.0,1.0,0.0,0.0,1.0,1.0
3031,2006,"PRESNELL, GREGORY A.",0.030779140070080757,-0.0625,1.0374999046325684,1.0,0.0,1.0,1.0,0.0
4320,2008,"ZILLY, THOMAS S.",-0.008487659506499767,0.0,0.5,1.0,0.0,0.0,1.0,0.0
3617,2007,"SPATT, ARTHUR D.",0.0599999874830246,0.5,-0.5,1.0,0.0,0.0,1.0,0.0
2963,2011,"PISANO, JOEL A.",-0.012740743346512318,-0.20000000298023224,-1.0666667222976685,1.0,0.0,1.0,1.0,0.0
2462,2010,"MCAVOY, THOMAS J.",0.027967382222414017,-0.02857142873108387,-0.45714282989501953,1.0,0.0,0.0,1.0,0.0
3798,2003,"TAURO, JOSEPH L.",-3.92901711165905e-09,-0.125,-2.625,1.0,0.0,0.0,0.0,0.0
3131,2011,"ROBART, JAMES L.",0.0568719357252121,0.5147058963775635,-1.3382353782653809,1.0,0.0,0.0,1.0,0.0
2131,2007,"KORNMANN, CHARLES B.",-0.22113610804080963,-0.232876718044281,-0.17808222770690918,1.0,0.0,1.0,0.0,0.0
1526,2009,"GRIESBACH, WILLIAM C.",-0.04809386283159256,0.03750000149011612,0.0,1.0,0.0,0.0,1.0,0.0
1193,2007,"FEUERSTEIN, SANDRA J.",-0.01390098873525858,-0.1111111119389534,0.0,0.0,0.0,0.0,1.0,0.0
2735,2006,"MOSMAN, MICHAEL W.",-0.02355008013546467,-0.03333333507180214,0.009523868560791016,1.0,0.0,0.0,1.0,0.0
3796,2008,"TARNOW, ARTHUR J.",0.05184567719697952,0.0,-0.1499999761581421,1.0,0.0,1.0,0.0,0.0
2703,2010,"MOORE, WILLIAM T., JR.",0.0023436169140040874,-0.0748792290687561,0.06763291358947754,1.0,0.0,1.0,0.0,1.0
2683,2009,"MOODY, JAMES T.",0.046079281717538834,0.0,-1.3333332538604736,1.0,0.0,0.0,0.0,1.0
1585,2010,"HALL, JANET C.",-0.015190133824944496,-0.11538461595773697,-0.24175822734832764,0.0,0.0,1.0,1.0,0.0
1491,2007,"GRAHAM, DONALD L.",0.07230833917856216,0.10000000149011612,-0.655797004699707,1.0,1.0,0.0,0.0,1.0
1646,2006,"HELLERSTEIN, ALVIN K.",0.03634244203567505,-0.1428571492433548,-0.17857146263122559,1.0,0.0,1.0,1.0,0.0
2001,2011,"KARAS, KENNETH M.",-0.1349675953388214,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1112,2011,"ENGELHARDT, KURT D.",0.00010631924669723958,0.5,0.08333337306976318,1.0,0.0,0.0,0.0,0.0
3394,2005,"SELNA, JAMES V.",-6.51925802230835e-09,0.0,-0.25,1.0,0.0,0.0,1.0,0.0
1199,2007,"FILIP, MARK R.",0.032343391329050064,0.3333333134651184,0.0,1.0,0.0,0.0,1.0,0.0
1509,2005,"GRANADE, CALLIE V.",-0.1200057715177536,0.17640693485736847,0.17099571228027344,0.0,0.0,0.0,1.0,0.0
3444,2007,"SHARPE, GARY L.",0.02762351557612419,-0.05882352963089943,-3.8235292434692383,1.0,0.0,0.0,1.0,0.0
2279,2006,"LEONARD, TIMOTHY D.",0.18580153584480286,0.0,0.45588231086730957,1.0,0.0,0.0,1.0,1.0
3452,2008,"SHAW, CHARLES A.",0.011318482458591461,-0.125,0.06340575218200684,1.0,1.0,1.0,1.0,1.0
1146,2010,"EZRA, DAVID A.",-0.020322510972619057,0.2567567527294159,1.1081081628799438,1.0,0.0,0.0,0.0,0.0
1439,2004,"GLEESON, JOHN",0.020004408434033394,0.1411764770746231,-0.29411768913269043,1.0,0.0,1.0,1.0,0.0
959,2003,"DICLERICO, JOSEPH A., JR.",-0.10835736989974976,-0.1428571492433548,2.095238208770752,1.0,0.0,0.0,1.0,0.0
2766,2008,"MURGUIA, CARLOS",0.045782797038555145,0.034188032150268555,0.39743590354919434,1.0,0.0,1.0,0.0,0.0
3711,2009,"STEIN, SIDNEY H.",0.00015750774764455855,0.3333333432674408,-2.25,1.0,0.0,1.0,1.0,0.0
1844,2008,"HURD, DAVID N.",0.007580219767987728,-0.11538461595773697,-0.43406593799591064,1.0,0.0,1.0,1.0,0.0
1028,2004,"DOUMAR, ROBERT G.",-0.043872859328985214,-0.10000000149011612,0.25,1.0,0.0,0.0,0.0,0.0
1073,2006,"ECONOMUS, PETER C.",0.03309992700815201,-0.0052631571888923645,-1.01578950881958,1.0,0.0,1.0,1.0,0.0
1991,2007,"KAPLAN, LEWIS A.",0.009411416947841644,-0.1111111119389534,3.7916665077209473,1.0,0.0,1.0,1.0,0.0
3388,2003,"SEDWICK, JOHN W.",0.043749988079071045,0.0,1.0,1.0,0.0,0.0,1.0,1.0
864,2005,"DAVIS, ANDRE M.",0.027418503537774086,0.02028985321521759,-1.5594203472137451,1.0,1.0,1.0,1.0,0.0
4076,2006,"WATSON, MICHAEL H.",-0.06965230405330658,-0.07692307978868484,-0.24038457870483398,1.0,0.0,0.0,0.0,0.0
2048,2004,"KESSLER, GLADYS",-0.02351311966776848,0.05263157933950424,-1.0701754093170166,0.0,0.0,1.0,1.0,0.0
311,2003,"BOYLE, TERRENCE W.",0.05663271248340607,0.0238095223903656,0.4365079402923584,1.0,0.0,0.0,0.0,0.0
3816,2009,"TEILBORG, JAMES A.",-0.15386506915092468,-0.07692307978868484,-0.23076915740966797,1.0,0.0,1.0,0.0,1.0
1512,2010,"GRIESA, THOMAS P.",0.020425211638212204,-0.1428571492433548,0.14285719394683838,1.0,0.0,0.0,0.0,0.0
3936,2008,"TURK, JAMES C.",0.029656551778316498,0.1666666716337204,-0.8333333730697632,1.0,0.0,0.0,0.0,1.0
2874,2007,"OWENS, WILBUR D., JR.",-0.00988355278968811,-0.05092592537403107,0.06018519401550293,1.0,0.0,0.0,0.0,1.0
1572,2010,"HAGGERTY, ANCER L.",0.032724276185035706,-0.03703703731298447,-0.09629619121551514,1.0,1.0,1.0,1.0,1.0
41,2005,"ALBRITTON, WILLIAM H., III",0.003385585732758045,-0.08498023450374603,0.6047430038452148,1.0,0.0,0.0,1.0,1.0
87,2010,"ANDERSON, PERCY",-0.030629174783825874,0.8888888955116272,2.555555582046509,1.0,1.0,0.0,1.0,0.0
3607,2011,"SPARKS, SAM",0.16149312257766724,-0.02857142873108387,-0.34285712242126465,1.0,0.0,0.0,1.0,1.0
135,2006,"BASSLER, WILLIAM G.",0.04520801082253456,0.125,0.17499995231628418,1.0,0.0,0.0,0.0,0.0
4087,2007,"WEBER, HERMAN J.",2.3283064365386963e-10,0.0,-0.6666666269302368,1.0,0.0,0.0,1.0,1.0
2964,2006,"PLATT, THOMAS C., JR.",-2.1453681053884566e-09,0.0,1.0,1.0,0.0,0.0,0.0,1.0
540,2004,"CARTER, GENE",7.450580596923828e-09,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
1449,2003,"GOLD, ALAN S.",0.17871205508708954,-0.1111111119389534,-0.2222222089767456,1.0,0.0,1.0,1.0,0.0
