y_pre,y_true
-0.015517324762733296,-0.038603510707616806
-0.03768929376636256,-0.054300516843795776
0.009343987956497718,0.02261355146765709
-0.027724439707936834,0.09038007259368896
-0.006547483928656457,-0.06114091724157333
-0.025609784439200357,-0.005449398886412382
0.00753295302978765,-0.013870175927877426
-0.009836448192764071,0.017248155549168587
-0.01260438181682992,0.003079208079725504
-0.002942042662199093,-0.010412626899778843
-0.0188303280898106,0.032325517386198044
-0.02361904935199139,-0.005211859475821257
-0.008850985425779525,-0.0056890882551670074
0.06507052320634131,0.0539926216006279
-0.004189932750588735,-0.00949881598353386
-0.018235545128364786,-0.01947591081261635
-0.01075998548547843,0.011065667495131493
-0.0224984747677197,-0.03697668761014938
0.01076644528818402,0.0437861867249012
0.04964245560436775,0.006064450368285179
-0.03931689552992442,-0.02747737057507038
-0.04209117207726872,-0.07440346479415894
0.0010241868331455858,0.038966331630945206
0.05454317794213036,0.06251273304224014
-0.0009378798568964266,-0.014133179560303688
0.002269392761131079,-0.011974433436989784
0.017893001346614344,-0.004075196571648121
-0.0015013488675875036,-0.02545691654086113
0.004166078595975531,-0.04130348935723305
-0.017331602697230435,-0.008636162616312506
0.027644770299922187,-0.052793290466070175
0.0007411086302852965,0.013216573745012285
0.013034095046790243,-0.026889834553003308
-0.04269617627753771,-0.004202886018902063
-0.02154967798818383,-0.07881715148687363
-0.027912448442825595,-0.055923860520124435
-0.018852942416546992,-0.028482293710112568
-0.02437095044914385,-0.06326258927583693
0.03260419344306348,-0.06760053336620331
0.03210818252989724,-0.08469746261835097
0.00587611841750001,-0.05609617754817009
-0.09111035883633362,-0.0796130895614624
-0.017021576858733897,-0.058328818529844284
-0.018187765537553066,-0.09128309041261673
-0.008286839970672514,0.10876969993114473
-0.01790750430627894,0.09024025499820708
0.024534564977824525,-0.011678003706037998
0.022983182335072596,-0.04438082501292229
-0.010844551344007249,-0.02777078002691269
-0.026516352816243594,0.02394489385187626
-0.03188121595162197,-0.05401217937469482
0.017281720747871925,0.03738172352313995
-0.0009951402603178559,0.0038776143919676547
-0.03372267435759793,-0.04953572526574135
-0.009192602115134485,0.045254398137331016
-0.008799832262245922,-0.049119167029857635
-0.08605056898259238,-0.06868564337491989
0.02911594614751342,0.0484403520822525
0.020171503814898288,0.013338473625481129
0.03567394529039255,-0.007573876529932022
-0.016405115343793866,0.07650280743837358
-0.022064754913726364,0.035258684307336814
0.01734613999098106,0.07703868299722673
0.012943222136554819,-0.025303542613983158
-0.0058436673775913404,-0.04841790348291397
0.015206467832840635,0.04424875974655152
-0.010003787736306698,-0.0017795048188418148
0.01888775560341476,-0.06387786567211151
-0.02326597929631722,-0.03236563876271248
0.0026218471926051624,0.010507219471037388
-0.03184651681453873,-0.003639335976913571
-0.02504346038086339,0.004482074175029993
0.017059330420233446,0.040198829025030136
0.056268105434529696,-0.25823891162872314
0.017133527333904813,0.08898809552192688
0.0027515654766666685,0.04725391417741776
-0.007136754031639299,-0.06337901204824448
-0.05418197848988272,-0.11861345171928404
0.005013522745353473,0.047439686954021454
0.017332175691031838,0.028512241318821907
0.02669082546497456,-0.001896016881801188
-0.00234602958117452,-0.017488470301032066
-0.002704174910151278,0.012806917540729046
-0.014821425727486858,0.06914360821247101
-0.08972773851547912,-0.2271624803543091
-0.004057129835981612,0.07179071009159088
-0.04390528786090496,-0.14171290397644046
0.005284610512657148,0.03663083165884018
0.02829723703544498,0.01102090161293745
0.0664381147396883,-0.06577469408512115
0.009161449175288036,0.04337006807327271
0.004450504040123909,-0.030950618907809258
-0.023381823921331545,-0.10883445292711258
0.06472112540264581,-0.23133136332035065
-0.02611200579488505,-0.053827017545700066
6.345854074288337e-06,-0.02649555914103985
-0.011093364776904596,0.06494151800870895
0.053781617946898536,0.028202418237924576
0.008049651173867892,-0.024874459952116013
0.049066998355330384,0.0234265998005867
0.036085523855492505,0.1424262374639511
0.010011580954073724,0.044567670673131936
-0.024964113200261855,-0.20169192552566528
0.008767652729461749,-0.01862453669309616
-0.0032705964998294497,-0.0481778159737587
-0.04638335516878624,-0.01984488219022751
0.02058132293772557,-0.04711324721574783
-0.02770197038408882,0.01643211767077446
0.01529193672701901,0.012612140737473965
-0.06814574374573042,-0.12075529247522356
-0.02876435825858963,-0.03540721535682678
0.014153078740937027,-0.025125131011009216
-0.029748712761332997,-0.07132860273122787
-0.051764146709561636,-0.10774289816617966
-0.005292772266079401,0.030636522918939587
-0.0814990859695978,-0.2209785431623459
0.05219910487164659,0.07320303469896318
-0.04478392351871751,0.09592746198177338
0.031147789086129488,-0.03317572176456452
-0.014363474877579097,0.061803024262189865
-0.014789356369547488,-0.01662670262157917
-0.025616455813667716,-0.012967555783689022
-0.012611082815625677,-0.06263709813356401
0.005805056352154428,-0.018495405092835426
-0.011178170567891617,0.06484434008598328
0.011953022304503184,0.04348783567547798
0.027548109380182255,0.03037668950855732
-0.0009217298261810101,0.01680970937013626
-0.017598670216723806,-0.021899567916989326
0.019452014129114757,0.02215118147432804
0.0011000573237372416,0.06892505288124083
-0.025046748554822203,0.0207741167396307
0.021355233672192303,0.02920854277908802
0.03489812437141826,0.16247832775115967
0.019516392257970583,0.0932544469833374
-0.009660081184158007,-0.108926460146904
0.03633628473403925,0.10101023316383362
-0.03764174220983643,0.10750877857208252
-0.011933664154348158,0.019809428602457047
-0.0030651430856533605,0.06022655218839645
0.019804627425904647,0.006758086383342743
0.002727192666189209,0.09944522380828856
0.01925687823005801,-0.08920283615589142
0.01041097152126521,0.0317712128162384
0.048444589504079746,0.11769493669271468
0.02974930075388125,-0.026087820529937744
-0.009526856215138881,0.022786060348153114
0.0043060861063045144,-0.008088460192084312
-0.01622828952682195,0.0053550791926682
-0.003965863394024593,-0.012029440142214298
0.042179035547757246,0.027989573776721958
0.024407229963855425,0.008656253106892109
0.00475859059695239,0.02025624364614487
-0.024756343561662775,-0.01653541997075081
0.008554603380263023,-0.029828244820237163
-0.07141958348490565,-0.19253970682621
-0.0014230411113231802,0.013359091244637966
0.008728418323405911,0.033617675304412835
-0.009140382333774993,-0.016079731285572052
-0.04312882697120335,-0.003240091493353248
0.043106494047033914,0.08960749208927155
0.012791425725693839,0.046960074454545975
-0.01272611450968615,-0.03318043053150177
0.002956961502104017,0.08424470573663713
0.03897262668834894,0.03624115884304047
-0.019692285034390692,0.017261238768696785
-0.09721822463067803,-0.031968437135219574
0.0006773331880835032,0.039269544184207916
0.03178951415892398,0.003794334828853607
-0.015188568824967693,-0.0466889962553978
-0.012350021041198004,0.008170593529939651
0.03167227994638784,0.02616490982472897
0.0068282853650709525,0.06926651298999786
0.002102825883307445,0.005506898742169142
-0.009827271183098518,0.04842246323823929
0.013893479940291456,-0.05040252581238746
0.01880721067769718,0.013928163796663284
-0.0016718421063366307,-0.031529121100902564
-0.05515440209622304,-0.019778205081820488
-2.0114346737529643e-05,-0.040968533605337136
0.044962897713601326,0.047340739518404014
0.030897451113321338,-0.008557253517210484
0.005292930161749147,-0.041077163070440285
-0.05320186180618942,-0.09688815474510193
0.0004792840815564382,-0.047245141118764884
-0.0024815836860531556,-0.0105585977435112
0.019111441958449982,0.043912351131439216
-0.01168838607671339,-0.022124897688627243
-0.043467059551343605,-0.10061824321746826
